actor_account,login_count,logout_count,login_day_count,play_time,avg_money,ip_count,max_level,login_total_day_x,playtime_per_day,sit_count,exp_get_amout,item_get_count,exp_repair_count,money_get_count,abyss,use_portal_count,killed_by_pc,killed_by_npc,teleport_count,reborn_count,question_count,login_total_day_y,sit_count_perday,item_get_count_perday,exp_repair_count_perday,money_get_count_perday,use_portal_count_perday,teleport_count_perday,total_party_time,guild_join_count,average_party_time,class
20000706,15,15,1,102569,5.641324377,15,23,3,34189.66667,227,8703857,5321,0,799,0,0,0,22,72,21,119,3,75.66666667,1773.6666670000002,0.0,266.3333333,0.0,24.0,31645.0,0.0,5274.166666666667,0
20000719,43,41,1,546486,-4.394987246,43,0,15,36432.4,493,576437222,305319,0,5406,0,0,255,115,828,233,653,15,32.86666667,20354.6,0.0,360.4,0.0,55.2,9548.0,1.0,3182.666666666666,0
20000726,5,5,1,26657,30.82481149,5,0,3,8885.666667,16,59477271,32800,0,537,0,0,11,9,35,13,6,3,5.333333333,10933.33333,0.0,179.0,0.0,11.66666667,0.0,0.0,0.0,0
20000731,103,102,1,308701,-71.63764938,103,0,14,22050.07143,345,394518044,7173,0,4678,0,0,152,32,377,111,382,14,24.64285714,512.3571429,0.0,334.14285710000007,0.0,26.92857143,4295.0,0.0,859.0,0
20000741,41,41,1,373738,2.713336615,41,37,14,26695.57143,528,118055081,14941,0,774,0,5,36,109,405,98,92,14,37.71428571,1067.214286,0.0,55.28571429,0.35714285700000004,28.92857143,46372.0,1.0,2107.818181818182,0
20000744,11,11,1,57095,-1.944653647,11,0,5,11419.0,9,14301740,240,0,34,0,0,16,1,26,15,8,5,1.8,48.0,0.0,6.8,0.0,5.2,359.0,0.0,359.0,0
20000751,77,77,1,73288,-18.42701397,77,36,13,5637.5384619999995,104,21637752,11388,0,54,0,6,14,12,82,21,7,13,8.0,876.0,0.0,4.153846154,0.46153846200000004,6.307692307999999,23.0,0.0,23.0,0
20000761,80,80,1,91345,-9.787596475,80,30,12,7612.083333,132,23809250,2963,0,353,0,0,7,4,207,105,176,12,11.0,246.91666669999998,0.0,29.41666667,0.0,17.25,0.0,0.0,0.0,0
20000766,9,10,1,111835,-1.90122949,9,25,7,15976.428569999998,214,10064894,2630,0,292,0,0,0,8,35,7,21,7,30.57142857,375.7142857,0.0,41.71428571,0.0,5.0,4595.0,0.0,2297.5,1
20000776,1,1,1,11238,0.0,1,0,1,11238.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
20000799,70,70,1,103424,9.957321318,70,43,7,14774.85714,164,165578340,25642,0,699,0,0,33,10,122,31,72,7,23.42857143,3663.142857,0.0,99.85714286,0.0,17.42857143,8742.0,0.0,2914.0,0
20000814,7,7,1,26044,75.02315313,7,0,4,6511.0,8,23533252,2454,0,114,0,0,0,0,9,0,57,4,2.0,613.5,0.0,28.5,0.0,2.25,0.0,0.0,0.0,0
20000816,8,8,1,82786,0.353344768,8,13,6,13797.666669999999,165,1643099,2165,0,531,0,0,0,63,133,61,184,6,27.5,360.8333333,0.0,88.5,0.0,22.16666667,6461.0,0.0,2153.6666666666665,0
20000843,3,3,1,11061,27.409999100000004,3,7,2,5530.5,59,82842,183,0,91,0,0,0,12,12,11,17,2,29.5,91.5,0.0,45.5,0.0,6.0,758.0,0.0,758.0,0
20000868,15,12,1,960198,-7.958057609,15,0,15,64013.2,7,1263306060,78469,0,32,0,0,0,10,42,8,0,15,0.46666666700000003,5231.266667,0.0,2.133333333,0.0,2.8,0.0,0.0,0.0,0
20000871,3,3,1,13302,23.73575402,3,21,3,4434.0,47,1585982,121,0,75,0,0,0,0,9,0,2,3,15.66666667,40.33333333,0.0,25.0,0.0,3.0,0.0,0.0,0.0,0
20000880,7,6,1,31988,-0.881799425,7,26,4,7997.0,28,6948618,476,0,150,0,0,2,10,35,11,14,4,7.0,119.0,0.0,37.5,0.0,8.75,1308.0,0.0,1308.0,0
20000959,311,312,1,562309,-180.8118454,311,29,15,37487.26667,274,543124970,133618,0,9156,0,0,80,38,771,174,621,15,18.26666667,8907.866667,0.0,610.4,0.0,51.4,35121.0,0.0,1672.428571428571,0
20000960,18,18,1,122353,16.14228503,18,49,8,15294.125,37,159568767,70916,0,1508,0,0,10,31,110,30,15,8,4.625,8864.5,0.0,188.5,0.0,13.75,918.0,0.0,459.0,0
20000971,234,232,1,795390,-1.2082110659999998,234,39,15,53026.0,275,608079660,322937,0,6496,377,2,146,74,792,135,668,15,18.33333333,21529.13333,0.0,433.0666666999999,0.133333333,52.8,114901.0,1.0,3706.4838709677415,0
20000974,96,95,1,278178,74.27132268,96,0,15,18545.2,311,387753995,7538,0,5103,0,3,91,15,349,67,301,15,20.73333333,502.53333330000004,0.0,340.2,0.2,23.26666667,56308.0,0.0,5630.8,0
20000988,72,72,1,367565,15.90543441,72,15,10,36756.5,394,319814839,123727,0,1070,0,0,0,55,380,39,516,10,39.4,12372.7,0.0,107.0,0.0,38.0,15334.0,0.0,2190.5714285714284,0
20000998,9,9,1,25599,-0.06879175,9,0,2,12799.5,28,25882005,1916,0,154,0,0,9,3,39,9,1,2,14.0,958.0,0.0,77.0,0.0,19.5,0.0,0.0,0.0,0
20001025,104,105,1,416544,-125.1594405,104,13,15,27769.6,49,158365313,123546,0,2078,0,0,35,22,416,53,568,15,3.266666667,8236.4,0.0,138.5333333,0.0,27.73333333,1225.0,0.0,612.5,0
20001026,230,228,1,725413,-7.808365717,230,34,14,51815.214289999996,428,818986357,310870,0,8345,302,1,169,124,941,189,201,14,30.57142857,22205.0,0.0,596.0714286,0.071428571,67.21428571,96613.0,0.0,4830.65,0
20001033,12,13,1,36761,1.946301787,12,26,2,18380.5,46,6118788,845,0,213,0,0,1,17,34,17,12,2,23.0,422.5,0.0,106.5,0.0,17.0,0.0,0.0,0.0,0
20001088,11,11,1,49628,19.76746998,11,42,2,24814.0,27,60930913,30766,0,570,0,0,4,16,59,17,32,2,13.5,15383.0,0.0,285.0,0.0,29.5,0.0,0.0,0.0,0
20001111,71,71,1,124237,10.94499223,71,38,7,17748.14286,43,61395315,50777,0,1106,0,0,17,8,145,20,140,7,6.142857143,7253.857143000001,0.0,158.0,0.0,20.71428571,7913.0,0.0,2637.6666666666665,0
20001112,84,84,1,361079,-54.75933798,84,0,14,25791.35714,438,363402823,102705,0,3362,0,1,140,94,450,146,352,14,31.28571429,7336.0714290000005,0.0,240.1428571,0.071428571,32.14285714,39167.0,0.0,6527.833333333332,0
20001113,216,217,1,399319,-43.11693408,216,43,15,26621.266669999997,477,601663593,29649,0,5420,0,3,5,31,387,35,128,15,31.8,1976.6,0.0,361.3333333,0.2,25.8,10339.0,0.0,646.1875,0
20001116,6,6,1,20767,2.132469784,6,20,3,6922.333333,41,1485270,844,0,52,0,0,0,3,21,6,10,3,13.66666667,281.3333333,0.0,17.33333333,0.0,7.0,64.0,0.0,64.0,0
20001126,84,84,1,51212,1320.152289,84,0,15,3414.1333329999998,0,0,16507,0,96,0,0,0,0,11,0,0,15,0.0,1100.466667,0.0,6.4,0.0,0.7333333329999999,0.0,0.0,0.0,0
20001127,18,18,1,41370,1.75774716,18,38,6,6895.0,47,43729047,54394,0,731,0,0,28,4,60,26,1,6,7.833333333,9065.666667,0.0,121.83333329999999,0.0,10.0,3550.0,0.0,3550.0,0
20001167,24,23,1,1215245,4.827983658,24,50,14,86803.21429,3616,1990668686,91916,0,31415,0,0,21,61,166,73,645,14,258.2857143,6565.428571,0.0,2243.928571,0.0,11.85714286,0.0,0.0,0.0,0
20001175,164,162,1,321282,21.27573907,164,38,13,24714.0,205,343924297,40685,0,3824,0,1,49,10,324,26,170,13,15.76923077,3129.615385,0.0,294.1538462,0.076923077,24.92307692,46064.0,0.0,6580.571428571428,0
20001194,73,74,1,240223,-2.2858135980000003,73,35,14,17158.78571,386,76506842,125037,0,1378,0,0,16,39,224,47,190,14,27.57142857,8931.214286,0.0,98.42857143,0.0,16.0,17625.0,0.0,1602.2727272727273,0
20001201,132,130,1,456211,-150.6877037,132,40,15,30414.06667,123,196924050,158074,0,1273,0,4,29,27,377,36,223,15,8.2,10538.26667,0.0,84.86666667,0.26666666699999997,25.13333333,56572.0,1.0,2459.6521739130435,0
20001208,15,16,1,43959,-48.09720421,15,0,6,7326.5,43,43828477,1145,0,208,0,0,4,14,60,11,14,6,7.166666667,190.83333330000002,0.0,34.66666667,0.0,10.0,682.0,0.0,682.0,0
20001222,31,29,1,991702,-0.625151507,31,38,13,76284.76922999999,2497,286396885,59510,0,1430,0,0,84,52,387,318,3,13,192.0769231,4577.692308,0.0,110.0,0.0,29.76923077,0.0,0.0,0.0,1
20001231,11,12,1,142332,43.04599809,11,0,10,14233.2,139,166350986,41372,0,1580,0,0,60,24,183,57,15,10,13.9,4137.2,0.0,158.0,0.0,18.3,1898.0,0.0,1898.0,0
20001239,24,22,1,375198,8.406678607,24,34,6,62533.0,1833,73633218,39415,0,2085,0,0,34,46,116,69,11,6,305.5,6569.166667,0.0,347.5,0.0,19.33333333,0.0,0.0,0.0,0
20001256,72,71,1,194673,-10.65279212,72,44,8,24334.125,281,118934197,72967,0,1833,0,2,91,52,331,85,440,8,35.125,9120.875,0.0,229.125,0.25,41.375,52104.0,1.0,5210.4,0
20001264,72,71,1,299018,-0.228314015,72,43,15,19934.533330000002,122,285951757,163016,0,2826,0,10,42,39,355,66,250,15,8.133333333,10867.73333,0.0,188.4,0.666666667,23.66666667,33203.0,4.0,2554.076923076923,0
20001272,37,37,1,24565,1383.134337,37,0,10,2456.5,2,3095128,120,0,29,0,0,0,6,8,5,0,10,0.2,12.0,0.0,2.9,0.0,0.8,2949.0,0.0,2949.0,0
20001278,43,43,1,932132,-0.356330434,43,43,13,71702.46154,1258,344869167,58420,0,6176,0,0,95,121,247,191,1,13,96.76923077,4493.846154,0.0,475.07692310000004,0.0,19.0,0.0,0.0,0.0,1
20001292,64,63,1,247960,-97.29001855,64,0,14,17711.42857,472,294469136,73634,0,2704,0,1,195,99,447,199,37,14,33.71428571,5259.571429,0.0,193.1428571,0.071428571,31.92857143,2314.0,0.0,578.5,0
20001300,8,8,1,51566,-10.89764574,8,27,3,17188.66667,60,5167184,1052,0,118,0,0,5,13,59,17,20,3,20.0,350.6666667,0.0,39.33333333,0.0,19.66666667,14151.0,0.0,2358.5,0
20001316,1,1,1,11937,5.535896791,1,33,1,11937.0,11,4626531,1574,0,86,0,0,1,5,13,5,1,1,11.0,1574.0,0.0,86.0,0.0,13.0,0.0,0.0,0.0,0
20001320,132,130,1,321350,127.432295,132,4,15,21423.33333,118,297457296,142018,0,3182,321,0,378,71,613,260,172,15,7.8666666670000005,9467.866667,0.0,212.1333333,0.0,40.86666667,39782.0,0.0,3060.1538461538457,0
20001343,125,124,1,326989,2.834083104,125,30,14,23356.35714,115,89281914,159163,0,5362,0,0,9,19,348,25,335,14,8.214285713999999,11368.78571,0.0,383.0,0.0,24.85714286,8040.0,0.0,1608.0,0
20001359,24,25,1,185008,2.159041771,24,26,10,18500.8,638,17529028,3654,0,752,0,0,5,36,125,43,214,10,63.8,365.4,0.0,75.2,0.0,12.5,9945.0,0.0,4972.5,0
20001361,84,85,1,147340,1.555470341,84,0,14,10524.28571,68,159101832,53893,0,1930,0,0,81,53,222,71,26,14,4.8571428569999995,3849.5,0.0,137.8571429,0.0,15.85714286,32142.0,1.0,6428.4,0
20001380,6,6,1,27990,-11.59342622,6,30,4,6997.5,0,4754660,17829,0,1,0,0,0,0,13,0,1,4,0.0,4457.25,0.0,0.25,0.0,3.25,0.0,0.0,0.0,0
20001383,85,83,1,104955,-620.0297842,85,0,11,9541.363636,44,139620021,70626,0,1990,0,0,8,4,105,6,34,11,4.0,6420.5454549999995,0.0,180.9090909,0.0,9.545454545,26609.0,0.0,5321.8,0
20001387,279,278,1,691576,-1.687095851,279,8,15,46105.06667,206,647899537,68666,0,6516,367,5,283,179,1022,280,641,15,13.73333333,4577.733333,0.0,434.4,0.333333333,68.13333333,46470.0,0.0,1408.1818181818182,1
20001390,8,8,1,55698,0.564400876,8,21,3,18566.0,88,5585264,2055,0,513,0,0,0,14,66,13,124,3,29.33333333,685.0,0.0,171.0,0.0,22.0,751.0,0.0,751.0,0
20001393,178,178,1,242856,-112.9759981,178,43,13,18681.23077,245,227809620,63646,0,2427,56,0,6,46,202,29,344,13,18.84615385,4895.846154,0.0,186.6923077,0.0,15.53846154,26834.0,0.0,2236.1666666666665,0
20001405,21,17,1,980542,-2.733948163,21,0,14,70038.71429,10013,1288249838,48809,0,22485,0,0,0,73,97,64,1908,14,715.2142857000001,3486.357143,0.0,1606.0714289999999,0.0,6.928571429,0.0,0.0,0.0,0
20001421,10,9,1,404344,-7.729735077000001,10,30,4,101086.0,205,64535368,32177,0,6407,0,0,0,1,286,196,249,4,51.25,8044.25,0.0,1601.75,0.0,71.5,0.0,0.0,0.0,0
20001444,98,98,1,471474,-71.93313523,98,0,15,31431.6,1320,462906027,230706,0,4742,0,2,249,82,566,189,315,15,88.0,15380.4,0.0,316.1333333,0.133333333,37.73333333,86788.0,0.0,4821.555555555556,0
20001461,18,17,1,74896,69.29235206,18,41,6,12482.66667,41,86787623,1263,0,1025,0,0,2,46,59,31,15,6,6.833333333,210.5,0.0,170.83333330000002,0.0,9.833333332999999,5355.0,0.0,2677.5,0
20001468,22,22,1,18111,23.15151013,22,0,3,6037.0,45,808551,21020,0,2,0,8,14,10,64,21,1,3,15.0,7006.666667,0.0,0.666666667,2.666666667,21.33333333,0.0,0.0,0.0,0
20001496,28,27,1,121580,-43.69314854,28,0,8,15197.5,170,169898174,2437,0,1635,0,0,16,25,158,29,18,8,21.25,304.625,0.0,204.375,0.0,19.75,4782.0,0.0,2391.0,0
20001498,27,27,1,117184,-11.22836735,27,0,4,29296.0,126,73508480,1225,0,700,0,0,63,19,186,53,95,4,31.5,306.25,0.0,175.0,0.0,46.5,0.0,0.0,0.0,0
20001531,467,468,1,699152,74.73422518,467,50,14,49939.42857,616,822173086,30774,0,5287,0,2,166,83,1045,188,715,14,44.0,2198.142857,0.0,377.64285710000007,0.14285714300000002,74.64285714,18866.0,1.0,898.3809523809523,0
20001554,65,64,1,481881,-33.38782604,65,0,13,37067.76923,319,451355366,33198,0,5197,0,0,335,150,653,246,311,13,24.53846154,2553.6923079999997,0.0,399.7692308,0.0,50.23076923,43046.0,0.0,2690.375,0
20001562,238,236,1,480707,126.52182930000001,238,0,15,32047.13333,128,535658433,67501,0,6829,38,0,145,234,723,174,414,15,8.533333333,4500.066667,0.0,455.2666666999999,0.0,48.2,32372.0,0.0,2490.153846153846,0
20001568,15,15,1,44890,8.980329695,15,27,7,6412.857143,121,10852386,1668,0,223,0,0,4,12,38,13,53,7,17.28571429,238.28571430000002,0.0,31.85714286,0.0,5.428571429,167.0,0.0,167.0,0
20001570,8,8,1,375383,1.024220596,8,0,6,62563.833329999994,0,3809928,30235,0,60663,0,0,0,0,10,0,0,6,0.0,5039.166667,0.0,10110.5,0.0,1.6666666669999999,0.0,0.0,0.0,0
20001573,5,5,1,14607,-19.25645239,5,0,2,7303.5,14,367441,4,0,11,0,0,0,7,3,7,0,2,7.0,2.0,0.0,5.5,0.0,1.5,0.0,0.0,0.0,0
20001597,127,126,1,419790,-9.349724862,127,46,14,29985.0,131,164108365,17204,0,1312,0,1,38,43,216,57,361,14,9.357142857000001,1228.857143,0.0,93.71428571,0.071428571,15.42857143,38400.0,0.0,4800.0,0
20001605,96,95,1,336468,-6.347263336,96,47,13,25882.15385,168,198742750,25447,0,1936,0,0,10,118,246,91,272,13,12.92307692,1957.4615379999998,0.0,148.9230769,0.0,18.92307692,24240.0,0.0,2693.333333333333,0
20001643,54,55,1,383737,768.4946278,54,48,13,29518.23077,129,474433049,186632,0,2600,0,8,29,105,286,84,239,13,9.923076923,14356.307690000001,0.0,200.0,0.615384615,22.0,14114.0,0.0,2352.333333333333,0
