,trade_go,buy_from_shop,sell_to_shop,mail_come,invite,join,revival,fight,friend_num,login_count,play_time,max_level,playtime_per_day,abyss,sit_count,exp_get_amout,money_get_count,teleport_count,killed_by_pc,killed_by_npc,reborn_count,login_total_day,sit_count_perday,login_total_day,item_get_count_perday,money_get_count_perday,use_portal_count_perday,teleport_count_perday,total_party_time,sit_count/play_time,killed_by_pc/play_time,killed_by_npc/play_time,total-party_time/play_time,teleport_count/play_time,play_time/login_count,exp_get_amount/play_time,playtime_per_day/login_total_day,max_level/login_count,reborn_count/login_count,sit_count/max_level,play_time/question_count,class
80,11,119,168,10,2,12,1,0,0,71,124237,38,17748.14286,0,43,61395315,1106,145,17,8,20,7,6.142857143,7,7253.857143,158,0,20.71428571,7913,0,0.000136835,6.44E-05,0.063692781,0.001167124,1749.816901,494.1789885,2535.44898,0.535211268,0.281690141,1.131578947,887.4071429,0
81,20,52,217,14,151,35,2,19,66,84,361079,0,25791.35714,0,438,363402823,3362,450,140,94,146,14,31.28571429,14,7336.071429,240.1428571,0.071428571,32.14285714,39167,5.82E-05,0.000387727,0.000260331,0.108472107,0.001246265,4298.559524,1006.435774,1842.239796,0,1.738095238,0,1025.792614,0
82,648,42,158,5,97,75,3,1,4,216,399319,43,26621.26667,0,477,601663593,5420,387,5,31,35,15,31.8,15,1976.6,361.3333333,0.2,25.8,10339,0,1.25E-05,7.76E-05,0.02589158,0.00096915,1848.699074,1506.72418,1774.751111,0.199074074,0.162037037,11.09302326,3119.679688,0
83,0,0,69,0,0,2,0,0,0,6,20767,20,6922.333333,0,41,1485270,52,21,0,3,6,3,13.66666667,3,281.3333333,17.33333333,0,7,64,0,0,0.00014446,0.003081812,0.00101122,3461.166667,71.52068185,2307.444444,3.333333333,1,2.05,2076.7,0
84,147,1,51,0,0,0,0,0,0,84,51212,0,3414.133333,0,0,0,96,11,0,0,0,15,0,15,1100.466667,6.4,0,0.733333333,0,0,0,0,0,0.000214793,609.6666667,0,227.6088889,0,0,0,0,0
85,2,11,88,0,4,3,0,1,15,18,41370,38,6895,0,47,43729047,731,60,28,4,26,6,7.833333333,6,9065.666667,121.8333333,0,10,3550,0,0.000676819,9.67E-05,0.085810974,0.001450326,2298.333333,1057.023133,1149.166667,2.111111111,1.444444444,1.236842105,41370,0
86,125,47,639,3,0,0,0,0,0,24,1215245,50,86803.21429,0,3616,1990668686,31415,166,21,61,73,14,258.2857143,14,6565.428571,2243.928571,0,11.85714286,0,0,1.73E-05,5.02E-05,0,0.000136598,50635.20833,1638.080129,6200.229592,2.083333333,3.041666667,72.32,1884.100775,0
87,22,81,184,14,4,46,0,0,21,164,321282,38,24714,0,205,343924297,3824,324,49,10,26,13,15.76923077,13,3129.615385,294.1538462,0.076923077,24.92307692,46064,0,0.000152514,3.11E-05,0.143375601,0.00100846,1959.036585,1070.474838,1901.076923,0.231707317,0.158536585,5.394736842,1889.894118,0
88,31,127,258,43,32,63,0,6,7,73,240223,35,17158.78571,0,386,76506842,1378,224,16,39,47,14,27.57142857,14,8931.214286,98.42857143,0,16,17625,0,6.66E-05,0.000162349,0.073369328,0.000932467,3290.726027,318.4825849,1225.627551,0.479452055,0.643835616,11.02857143,1264.331579,0
89,144,105,248,18,56,76,0,3,0,132,456211,40,30414.06667,0,123,196924050,1273,377,29,27,36,15,8.2,15,10538.26667,84.86666667,0.266666667,25.13333333,56572,0,6.36E-05,5.92E-05,0.124004024,0.000826372,3456.143939,431.6512535,2027.604445,0.303030303,0.272727273,3.075,2045.789238,0
90,5,3,37,4,15,8,2,0,6,15,43959,0,7326.5,0,43,43828477,208,60,4,14,11,6,7.166666667,6,190.8333333,34.66666667,0,10,682,0,9.10E-05,0.000318479,0.015514457,0.001364908,2930.6,997.0308014,1221.083333,0,0.733333333,0,3139.928571,0
91,271,79,913,1,0,0,0,0,0,31,991702,38,76284.76923,0,2497,286396885,1430,387,84,52,318,13,192.0769231,13,4577.692308,110,0,29.76923077,0,0,8.47E-05,5.24E-05,0,0.000390238,31990.3871,288.7932917,5868.059172,1.225806452,10.25806452,65.71052632,330567.3333,1
92,10,13,144,2,13,25,2,6,45,11,142332,0,14233.2,0,139,166350986,1580,183,60,24,57,10,13.9,10,4137.2,158,0,18.3,1898,0,0.00042155,0.00016862,0.01333502,0.001285726,12939.27273,1168.753239,1423.32,0,5.181818182,0,9488.8,0
93,22,69,504,5,0,0,0,0,0,24,375198,34,62533,0,1833,73633218,2085,116,34,46,69,6,305.5,6,6569.166667,347.5,0,19.33333333,0,0,9.06E-05,0.000122602,0,0.00030917,15633.25,196.2516271,10422.16667,1.416666667,2.875,53.91176471,34108.90909,0
