actor_account,login_count,logout_count,login_day_count,play_time,avg_money,ip_count,max_level,playtime_per_day
20001276,57,58,1,270458,-0.48738806,57,33,19318.42857
20001278,43,43,1,932132,-0.356330434,43,43,71702.46154
20001279,51,52,1,160088,-17.7830006,51,0,16008.8
20001280,1,1,1,13056,-2.429917279,1,12,13056
20001292,64,63,1,247960,-97.29001855,64,0,17711.42857
20001293,6,6,1,8238,-4.465040058,6,0,2059.5
20001300,8,8,1,51566,-10.89764574,8,27,17188.66667
20001316,1,1,1,11937,5.535896791,1,33,11937
20001320,132,130,1,321350,127.432295,132,4,21423.33333
20001322,67,68,1,249115,-188.6710555,67,0,17793.92857
20001335,2,2,1,16143,5.809948585,2,24,8071.5
20001343,125,124,1,326989,2.834083104,125,30,23356.35714
20001354,115,113,1,484986,-31.34987608,115,0,32332.4
20001359,24,25,1,185008,2.159041771,24,26,18500.8
20001361,84,85,1,147340,1.555470341,84,0,10524.28571
20001372,1,1,1,987,0.730496454,1,3,987
20001378,3,3,1,370,-0.02972973,3,0,370
20001379,12,11,1,187355,2.191977796,12,30,62451.66667
20001380,6,6,1,27990,-11.59342622,6,30,6997.5
20001383,85,83,1,104955,-620.0297842,85,0,9541.363636
20001385,1,1,1,591,0.615905245,1,3,591
20001387,279,278,1,691576,-1.687095851,279,8,46105.06667
20001389,26,24,1,1086875,9.362491547,26,0,77633.92857
20001390,8,8,1,55698,0.564400876,8,21,18566
20001392,3,3,1,1649,0,3,0,549.6666667
20001393,178,178,1,242856,-112.9759981,178,43,18681.23077
20001405,21,17,1,980542,-2.733948163,21,0,70038.71429
20001412,15,15,1,24717,-2.76696201,15,0,2059.75
20001419,1,1,1,308,0,1,0,308
20001421,10,9,1,404344,-7.729735077,10,30,101086
20001442,2,2,1,10615,0.429580782,2,0,10615
20001444,98,98,1,471474,-71.93313523,98,0,31431.6
20001451,1,1,1,108,0,1,0,108
20001457,7,7,1,2542,2142.300157,7,0,363.1428571
20001458,48,48,1,336644,110.8394892,48,0,24046
20001460,23,21,1,1068312,-26.40540498,23,0,71220.8
20001461,18,17,1,74896,69.29235206,18,41,12482.66667
20001468,22,22,1,18111,23.15151013,22,0,6037
20001472,21,21,1,124180,-39.26962474,21,0,12418
20001475,2,2,1,14211,0.520864119,2,14,7105.5
20001477,75,74,1,522617,5.315523605,75,0,34841.13333
20001480,29,29,1,206527,355.2520348,29,32,18775.18182
20001487,2,2,1,3755,4.564580559,2,5,3755
20001488,3,3,1,4936,59.10474068,3,0,2468
20001496,28,27,1,121580,-43.69314854,28,0,15197.5
20001498,27,27,1,117184,-11.22836735,27,0,29296
20001508,4,4,1,9177,69.30674512,4,10,2294.25
20001514,1,1,1,3257,-0.817930611,1,0,3257
20001518,5,4,1,8128,123.0461368,5,8,4064
20001531,467,468,1,699152,74.73422518,467,50,49939.42857
20001538,1,1,1,2024,0.157608696,1,4,2024
20001540,33,33,1,406473,-0.815289084,33,37,67745.5
20001547,1,1,1,4577,-13.45488311,1,0,4577
20001554,65,64,1,481881,-33.38782604,65,0,37067.76923
20001562,238,236,1,480707,126.5218293,238,0,32047.13333
20001568,15,15,1,44890,8.980329695,15,27,6412.857143
20001570,8,8,1,375383,1.024220596,8,0,62563.83333
20001573,5,5,1,14607,-19.25645239,5,0,7303.5
20001580,23,22,1,1210773,8.278421306,23,0,80718.2
20001582,20,18,1,1158476,-10.32687686,20,0,77231.73333
20001590,57,56,1,141378,-22.760189,57,0,10875.23077
20001597,127,126,1,419790,-9.349724862,127,46,29985
20001598,4,4,1,184075,0.008474806,4,5,92037.5
20001605,96,95,1,336468,-6.347263336,96,47,25882.15385
20001607,73,72,1,250016,137.3937148,73,0,17858.28571
20001619,1,1,1,152,0,1,0,152
20001623,120,122,1,359402,15.15608427,120,48,27646.30769
20001628,40,38,1,254703,-26.37933593,40,0,16980.2
20001636,1,1,1,1989,101.2770236,1,0,1989
20001643,54,55,1,383737,768.4946278,54,48,29518.23077
20001653,10,9,1,33450,0.381375187,10,10,8362.5
20001660,28,28,1,65605,31.8685466,28,0,9372.142857
20001667,30,28,1,933417,-0.331922388,30,30,77784.75
20001675,3,3,1,218,-935.7844037,3,0,109
20001677,76,76,1,248025,6.334845278,76,38,22547.72727
20001680,10,10,1,13143,100.0215324,10,12,13143
20001684,33,33,1,171199,-85.95675792,33,0,21399.875
20001686,26,26,1,11590,-17088.55979,26,0,2318
20001688,17,16,1,100009,203.1512064,17,0,9091.727273
20001703,6,7,1,33524,0.539583582,6,12,8381
20001704,1,1,1,192,2083.333333,1,0,192
20001713,6,5,1,190086,3.023836579,6,30,63362
20001720,1,1,1,1743,-1721.21572,1,0,1743
20001725,17,15,1,1107021,-56.39729418,17,0,73801.4
20001726,15,15,1,10297,-5.297853744,15,0,5148.5
20001732,1,1,1,55,0,1,0,55
20001736,7,7,1,6534,4.859657178,7,0,3267
20001745,16,15,1,1055222,26.64744765,16,46,81170.92308
20001747,10,10,1,14400,-2.950069444,10,22,4800
20001752,7,7,1,10394,-6064.706754,7,2,3464.666667
20001758,1,1,1,167,0,1,0,167
20001760,223,222,1,502186,-0.773655578,223,38,33479.06667
20001765,168,166,1,325364,100.1610565,168,0,21690.93333
20001775,2,2,1,1297,0.363916731,2,0,648.5
20001780,15,16,1,141942,1.507101492,15,24,17742.75
20001781,46,44,1,480281,11.62226905,46,34,34305.78571
20001792,4,4,1,21165,4.510370895,4,15,10582.5
20001794,36,36,1,135265,3.476863934,36,0,12296.81818
20001807,1,1,1,3224,0.027295285,1,4,3224
20001808,9,9,1,52553,-42.03137785,9,19,17517.66667
20001809,23,20,1,394869,0.274384669,23,33,32905.75
20001814,18,18,1,2607,34528.4369,18,0,289.6666667
20001815,25,25,1,525549,0.016670187,25,24,65693.625
20001816,47,47,1,80191,-297.0283199,47,0,7290.090909
20001818,2,2,1,1047,0.670487106,2,3,1047
20001820,51,50,1,833184,-0.215708655,51,42,83318.4
20001840,6,6,1,2359,-100.3963544,6,0,786.3333333
20001841,1,1,1,2090,-1.668899522,1,0,2090
20001842,5,5,1,14307,0.634794157,5,13,3576.75
20001843,259,257,1,381106,-1.537816251,259,30,25407.06667
20001847,40,39,1,244288,-3.984641079,40,47,24428.8
20001849,35,36,1,929556,10.71883351,35,39,77463
20001856,8,8,1,48338,8.504737474,8,16,16112.66667
20001860,2,2,1,2005,0.733167082,2,0,2005
20001861,3,3,1,1640,-540.6731707,3,0,546.6666667
20001864,3,3,1,2937,-5.171944161,3,0,979
20001865,19,18,1,1251861,58.14408788,19,0,83457.4
20001871,72,71,1,335567,191.4243296,72,44,22371.13333
20001877,2,2,1,2965,0,2,0,1482.5
20001882,1,1,1,3329,0.202463202,1,5,3329
20001884,63,62,1,306570,2.647431256,63,48,23582.30769
20001885,29,29,1,18531,-464.3712698,29,0,3706.2
20001888,62,61,1,117905,-389.1652686,62,0,9069.615385
20001890,9,9,1,26510,55.04960392,9,0,5302
20001915,21,20,1,142303,23.97498999,21,0,10164.5
20001920,1,1,1,538,0,1,0,538
20001922,46,46,1,47130,-586.1666454,46,0,5891.25
20001923,25,24,1,111685,-6.117500112,25,42,15955
20001924,16,14,1,1140674,13.05181323,16,0,76044.93333
20001926,269,267,1,456665,-10.13840342,269,37,30444.33333
20001939,71,69,1,420572,-20.09099274,71,0,28038.13333
20001950,143,145,1,487317,28.28628388,143,23,32487.8
20001953,2,2,1,2960,0,2,0,1480
20001958,8,8,1,26228,-845.978725,8,0,6557
20001963,9,9,1,22134,-0.556067588,9,41,3689
20001965,16,15,1,63863,35.49734588,16,0,15965.75
20001968,48,48,1,78770,-1.654183065,48,0,5626.428571
20001972,61,59,1,292297,-76.62632186,61,0,20878.35714
20001974,99,97,1,534875,2.317696658,99,0,35658.33333
20001977,3,3,1,432,-1414.247685,3,0,216
20001978,119,119,1,340726,-102.3962363,119,38,24337.57143
20001979,16,14,1,1151503,4.266754841,16,0,76766.86667
20001982,10,10,1,423005,0.541995957,10,34,84601
20001984,4,4,1,13334,-57.4979751,4,0,6667
20001992,34,32,1,247833,-124.0286766,34,0,19064.07692
20001995,4,4,1,42862,3.444682936,4,16,21431
20001996,201,202,1,486457,-76.57792981,201,43,34746.92857
20001998,97,96,1,318648,66.96823768,97,50,22760.57143
20001999,1,1,1,200,0,1,0,200
20002012,60,59,1,361462,-2.689516464,60,0,25818.71429
20002015,1,1,1,1254,9.362838915,1,0,1254
20002017,9,9,1,5290,126.3869565,9,0,2645
20002025,3,3,1,16026,4.53662798,3,32,16026
20002031,9,9,1,1453,-32966.71232,9,0,363.25
20002032,18,16,1,1152977,19.46021039,18,50,76865.13333
20002033,1,1,1,253,1640.316206,1,0,253
20002035,6,6,1,38861,22.75623376,6,17,7772.2
20002039,3,3,1,10560,-149.8963068,3,0,3520
20002045,4,4,1,6632,13.08353438,4,0,2210.666667
20002048,1,1,1,465,0,1,0,465
20002049,152,152,1,410726,0.131318689,152,42,27381.73333
20002050,37,36,1,287076,-237.6094762,37,0,20505.42857
20002052,48,47,1,421756,23.56975123,48,0,28117.06667
20002053,38,37,1,423846,-1.764775414,38,22,70641
20002065,33,33,1,147061,12.25439783,33,50,12255.08333
20002068,1,1,1,9017,123.598647,1,0,9017
20002069,3,3,1,10502,-2.808607884,3,0,3500.666667
20002073,3,3,1,4399,14.73198454,3,0,4399
20002090,1,1,1,293,-3412.969283,1,0,293
20002091,9,9,1,6724,-277.8469661,9,0,3362
20002092,30,30,1,62206,82.08520078,30,22,7775.75
20002096,16,15,1,1197396,-9.793767475,16,0,79826.4
20002103,43,43,1,255222,472.3582254,43,50,18230.14286
20002104,10,10,1,27169,22.4176083,10,0,4528.166667
20002114,28,28,1,103039,88.66153592,28,47,7926.076923
20002119,21,21,1,29442,-257.9868215,21,0,7360.5
20002122,308,306,1,676298,13.30779035,308,21,45086.53333
20002125,1,1,1,254,0.858267717,1,2,254
20002130,14,14,1,17399,39.9927582,14,23,2899.833333
20002132,229,229,1,469493,-19.03445206,229,0,33535.21429
20002139,89,87,1,575628,-2.389131522,89,40,38375.2
20002143,16,15,1,24251,504.4276112,16,0,4041.833333
20002147,1,1,1,7582,1.923371142,1,0,7582
20002149,87,87,1,449829,-88.5722708,87,0,29988.6
20002155,43,42,1,298644,34.50978422,43,0,21331.71429
20002156,2,2,1,1038,3080.60501,2,0,519
20002164,2,2,1,1460,-39.12739726,2,0,1460
20002172,13,13,1,12111,-1340.907687,13,0,4037
20002191,1,1,1,2201,-1.889141299,1,0,2201
20002193,175,173,1,839421,-60.42841196,175,21,55961.4
20002194,68,66,1,156167,10.532763,68,0,14197
20002198,11,11,1,12746,9.278675663,11,8,4248.666667
20002200,6,6,1,5507,-1637.423279,6,0,1376.75
20002207,2,2,1,539,0,2,0,539
20002210,258,256,1,378919,85.78644512,258,44,29147.61538
20002217,1,1,1,510,-5391.013725,1,0,510
20002220,9,9,1,90997,13.34135191,9,0,12999.57143
20002221,116,114,1,874206,8.21188713,116,0,58280.4
20002223,192,191,1,541840,-34.42246235,192,50,38702.85714
20002224,8,8,1,400907,0.740039461,8,9,66817.83333
20002226,38,37,1,137847,-107.3316576,38,12,15316.33333
20002244,124,121,1,403728,66.0566743,124,44,26915.2
20002245,1,1,1,3733,11.06589874,1,0,3733
20002246,17,17,1,417179,-0.012718761,17,33,41717.9
20002251,38,38,1,10566,-36.30446716,38,0,1174
20002255,6,5,1,168578,141.7683031,6,26,56192.66667
20002263,33,34,1,250892,-2.984423577,33,41,22808.36364
20002272,45,45,1,162343,20.67160272,45,46,23191.85714
20002280,39,39,1,159025,-34.17180318,39,0,12232.69231
20002282,25,25,1,38966,65.11874455,25,36,12988.66667
20002283,1,1,1,174,0,1,0,174
20002289,2,2,1,4684,1.022416738,2,7,4684
20002292,11,11,1,43634,-0.448113856,11,38,7272.333333
20002294,93,94,1,375853,25.17247435,93,22,25056.86667
20002297,466,465,1,798344,27.36201437,466,34,53222.93333
20002301,68,67,1,289703,-4.761659355,68,50,22284.84615
20002310,2,2,1,989,0,2,0,494.5
20002312,1,1,1,357,1469.736695,1,0,357
20002320,34,34,1,222156,16.4855687,34,0,14810.4
20002321,91,90,1,399588,0.648235182,91,23,26639.2
20002322,30,29,1,205655,11.09781916,30,28,13710.33333
20002328,10,10,1,30729,-441.6266719,10,32,6145.8
20002329,4,4,1,6924,-12.08708839,4,0,2308
20002330,35,33,1,896285,0.841822635,35,43,68945
20002336,19,19,1,108372,-138.5359779,19,41,12041.33333
20002338,21,20,1,72395,-14.68833483,21,0,10342.14286
20002362,191,188,1,824998,35.20627323,191,33,58928.42857
20002367,24,23,1,88634,-1.796782273,24,28,11079.25
20002368,17,17,1,116880,46.94381417,17,50,19480
20002383,84,85,1,221087,7.909614767,84,34,17006.69231
20002386,10,10,1,54129,-824.5724473,10,28,6014.333333
20002394,23,22,1,190299,145.3132229,23,50,15858.25
20002399,1,1,1,30,0,1,0,30
20002400,36,36,1,1015297,5.402288197,36,50,67686.46667
20002402,7,6,1,171660,0.584492602,7,24,57220
20002409,27,26,1,132805,-66.76435375,27,38,11067.08333
20002414,35,36,1,85678,-388.0883541,35,42,12239.71429
20002417,1,1,1,415,0.597590361,1,2,415
20002420,26,24,1,1118344,23.88697306,26,49,74556.26667
20002421,10,9,1,190340,8.106619733,10,29,63446.66667
20002425,2,2,1,3206,-4.310043668,2,29,1603
20002428,34,34,1,292162,9.933451304,34,38,22474
20002440,20,20,1,84833,-131.2260677,20,0,10604.125
20002441,35,35,1,203573,258.0591778,35,0,22619.22222
20002442,1,1,1,7705,27.43841661,1,12,7705
20002444,80,81,1,292295,79.21787578,80,0,73073.75
20002454,29,29,1,63455,-54.93404775,29,0,5768.636364
20002463,2,2,1,246,0,2,0,246
20002464,65,65,1,480868,52.58674314,65,0,32057.86667
