actor_account,sit_count,exp_get_amout,item_get_count,exp_repair_count,money_get_count,abyss,use_portal_count,killed_by_pc,killed_by_npc,teleport_count,reborn_count,question_count
20000311,4074.0,585307029.0,39455.0,0.0,72.0,0.0,0.0,43.0,4.0,93.0,43.0,27.0
20000316,595.0,358808938.0,168431.0,0.0,3979.0,0.0,0.0,163.0,43.0,493.0,153.0,564.0
20000328,2.0,320509.0,5315.0,0.0,99.0,0.0,0.0,0.0,1.0,9.0,1.0,45.0
20000337,28.0,224541.0,64.0,0.0,18.0,0.0,0.0,0.0,8.0,5.0,6.0,0.0
20000343,295.0,379809859.0,2973.0,0.0,3410.0,0.0,0.0,17.0,122.0,379.0,104.0,63.0
20000350,1129.0,479411310.0,46720.0,0.0,19272.0,0.0,0.0,193.0,30.0,230.0,167.0,3000.0
20000361,17.0,1551915.0,30961.0,0.0,886.0,0.0,0.0,0.0,5.0,38.0,5.0,32.0
20000365,1.0,4830.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
20000366,356.0,272913873.0,2886.0,0.0,2353.0,0.0,0.0,10.0,33.0,189.0,21.0,82.0
20000367,1150.0,171714701.0,123194.0,0.0,2187.0,0.0,8.0,741.0,174.0,1183.0,673.0,122.0
20000375,1.0,4166.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,1.0,1.0
20000387,398.0,314653638.0,17102.0,0.0,2581.0,0.0,0.0,30.0,60.0,414.0,49.0,45.0
20000393,153.0,3434276.0,11477.0,0.0,497.0,0.0,0.0,0.0,10.0,53.0,10.0,136.0
20000404,123.0,222325.0,272.0,0.0,242.0,0.0,0.0,0.0,2.0,5.0,2.0,4.0
20000405,11137.0,616150845.0,41548.0,0.0,6938.0,0.0,0.0,87.0,263.0,343.0,304.0,1.0
20000412,58.0,6267851.0,74.0,0.0,8.0,0.0,0.0,0.0,2.0,12.0,1.0,0.0
20000415,99.0,158958358.0,24326.0,0.0,1271.0,0.0,0.0,45.0,34.0,170.0,51.0,255.0
20000422,255.0,382118708.0,232186.0,0.0,4453.0,0.0,0.0,68.0,88.0,553.0,115.0,263.0
20000427,3808.0,38352741.0,71146.0,0.0,129.0,0.0,0.0,33.0,26.0,143.0,63.0,5.0
20000435,133.0,196572118.0,1593.0,0.0,1163.0,0.0,1.0,17.0,52.0,119.0,41.0,7.0
20000436,3008.0,63806265.0,32041.0,0.0,719.0,0.0,0.0,132.0,233.0,369.0,315.0,5.0
20000439,6.0,10389198.0,3858.0,0.0,751.0,0.0,0.0,0.0,25.0,134.0,24.0,174.0
20000454,43.0,12973754.0,529.0,0.0,268.0,0.0,0.0,1.0,10.0,35.0,8.0,13.0
20000456,318.0,98185519.0,31735.0,0.0,2621.0,0.0,0.0,14.0,35.0,424.0,116.0,40.0
20000457,428.0,769943967.0,65790.0,0.0,5064.0,0.0,1.0,25.0,55.0,624.0,46.0,436.0
20000466,2658.0,295972122.0,131651.0,0.0,125.0,0.0,0.0,171.0,141.0,355.0,265.0,2864.0
20000470,31.0,35133636.0,786.0,0.0,59.0,0.0,0.0,3.0,21.0,96.0,21.0,19.0
20000478,2000.0,864254386.0,60339.0,0.0,2347.0,0.0,0.0,0.0,98.0,128.0,91.0,1373.0
20000482,1067.0,500725994.0,46254.0,0.0,4132.0,101.0,1.0,257.0,139.0,601.0,245.0,520.0
20000491,32.0,129738309.0,6106.0,0.0,754.0,0.0,0.0,4.0,13.0,82.0,11.0,17.0
20000508,4.0,12192578.0,81.0,0.0,152.0,0.0,0.0,0.0,2.0,14.0,2.0,2.0
20000510,2.0,2097429.0,84.0,0.0,30.0,0.0,0.0,3.0,1.0,9.0,3.0,3.0
20000512,547.0,92015865.0,57721.0,0.0,68.0,0.0,0.0,84.0,37.0,159.0,104.0,395.0
20000513,59.0,26836586.0,10662.0,0.0,238.0,0.0,0.0,8.0,18.0,208.0,23.0,234.0
20000518,416.0,228964244.0,115785.0,0.0,2268.0,0.0,0.0,127.0,55.0,386.0,121.0,56.0
20000529,1987.0,99131496.0,9961.0,0.0,576.0,0.0,0.0,36.0,195.0,330.0,195.0,48.0
20000544,36.0,6198560.0,7623.0,0.0,95.0,0.0,0.0,3.0,4.0,38.0,9.0,21.0
20000552,293.0,548989167.0,92854.0,0.0,4586.0,0.0,0.0,10.0,135.0,413.0,105.0,111.0
20000558,421.0,312090317.0,137247.0,0.0,3012.0,356.0,3.0,163.0,104.0,578.0,165.0,71.0
20000559,71.0,9524543.0,550.0,0.0,51.0,0.0,0.0,16.0,15.0,52.0,23.0,2.0
20000560,1.0,150543.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
20000581,154.0,89247279.0,51001.0,0.0,1472.0,0.0,0.0,38.0,42.0,272.0,53.0,81.0
20000584,31.0,860846.0,1253.0,0.0,240.0,0.0,0.0,0.0,0.0,19.0,0.0,59.0
20000585,145.0,128489188.0,54729.0,0.0,1043.0,0.0,0.0,9.0,37.0,159.0,37.0,89.0
20000601,241.0,272978709.0,23071.0,0.0,2174.0,0.0,1.0,36.0,35.0,314.0,49.0,154.0
20000633,19.0,7880556.0,31.0,0.0,33.0,0.0,0.0,15.0,7.0,27.0,14.0,2.0
20000641,1333.0,989112822.0,84343.0,0.0,6692.0,0.0,0.0,0.0,78.0,141.0,63.0,1.0
20000646,40.0,1264759.0,1011.0,0.0,303.0,0.0,0.0,0.0,6.0,34.0,7.0,79.0
20000649,103.0,449877087.0,1142.0,0.0,8300.0,0.0,0.0,6.0,203.0,144.0,181.0,0.0
20000650,17.0,28195828.0,118304.0,0.0,212.0,0.0,4.0,12.0,6.0,58.0,20.0,898.0
20000657,103.0,13367582.0,13079.0,0.0,936.0,0.0,0.0,15.0,17.0,72.0,27.0,75.0
20000689,482.0,67373238.0,699.0,0.0,628.0,0.0,16.0,119.0,165.0,424.0,235.0,70.0
20000690,92.0,22556834.0,2422.0,0.0,1002.0,0.0,0.0,7.0,48.0,134.0,43.0,58.0
20000692,8.0,8913412.0,107.0,0.0,38.0,0.0,0.0,1.0,3.0,15.0,4.0,0.0
20000705,66.0,68274662.0,6929.0,0.0,393.0,0.0,1.0,29.0,41.0,241.0,53.0,41.0
20000706,227.0,8703857.0,5321.0,0.0,799.0,0.0,0.0,0.0,22.0,72.0,21.0,119.0
20000707,4.0,1570534.0,1790.0,0.0,112.0,0.0,0.0,0.0,10.0,28.0,8.0,15.0
20000719,493.0,576437222.0,305319.0,0.0,5406.0,0.0,0.0,255.0,115.0,828.0,233.0,653.0
20000726,16.0,59477271.0,32800.0,0.0,537.0,0.0,0.0,11.0,9.0,35.0,13.0,6.0
20000727,21.0,51161990.0,3386.0,0.0,496.0,0.0,0.0,11.0,1.0,33.0,4.0,5.0
20000731,345.0,394518044.0,7173.0,0.0,4678.0,0.0,0.0,152.0,32.0,377.0,111.0,382.0
20000741,528.0,118055081.0,14941.0,0.0,774.0,0.0,5.0,36.0,109.0,405.0,98.0,92.0
20000744,9.0,14301740.0,240.0,0.0,34.0,0.0,0.0,16.0,1.0,26.0,15.0,8.0
20000749,1.0,18685.0,67.0,0.0,40.0,0.0,0.0,0.0,0.0,2.0,0.0,11.0
20000751,104.0,21637752.0,11388.0,0.0,54.0,0.0,6.0,14.0,12.0,82.0,21.0,7.0
20000761,132.0,23809250.0,2963.0,0.0,353.0,0.0,0.0,7.0,4.0,207.0,105.0,176.0
20000765,1646.0,193687663.0,99854.0,0.0,916.0,0.0,0.0,115.0,263.0,412.0,263.0,553.0
20000766,214.0,10064894.0,2630.0,0.0,292.0,0.0,0.0,0.0,8.0,35.0,7.0,21.0
20000799,164.0,165578340.0,25642.0,0.0,699.0,0.0,0.0,33.0,10.0,122.0,31.0,72.0
20000814,8.0,23533252.0,2454.0,0.0,114.0,0.0,0.0,0.0,0.0,9.0,0.0,57.0
20000816,165.0,1643099.0,2165.0,0.0,531.0,0.0,0.0,0.0,63.0,133.0,61.0,184.0
20000817,113.0,289029408.0,3564.0,0.0,3633.0,352.0,1.0,130.0,67.0,419.0,129.0,338.0
20000827,189.0,323835423.0,22284.0,0.0,2527.0,286.0,0.0,52.0,56.0,285.0,65.0,448.0
20000833,493.0,342245294.0,13193.0,0.0,3250.0,0.0,1.0,95.0,142.0,494.0,134.0,58.0
20000837,128.0,232558782.0,3527.0,0.0,752.0,0.0,0.0,3.0,78.0,214.0,41.0,272.0
20000839,9.0,4415672.0,45.0,0.0,43.0,0.0,0.0,2.0,3.0,8.0,2.0,3.0
20000841,136.0,107199230.0,75384.0,0.0,1496.0,219.0,1.0,154.0,15.0,211.0,97.0,15.0
20000843,59.0,82842.0,183.0,0.0,91.0,0.0,0.0,0.0,12.0,12.0,11.0,17.0
20000850,226.0,629298750.0,159593.0,0.0,5766.0,0.0,0.0,40.0,226.0,513.0,129.0,1475.0
20000860,993.0,499627712.0,175358.0,0.0,5758.0,0.0,6.0,413.0,82.0,787.0,311.0,490.0
20000865,237.0,250288650.0,122338.0,0.0,3006.0,227.0,1.0,122.0,38.0,407.0,96.0,246.0
20000868,7.0,1263306060.0,78469.0,0.0,32.0,0.0,0.0,0.0,10.0,42.0,8.0,0.0
20000871,47.0,1585982.0,121.0,0.0,75.0,0.0,0.0,0.0,0.0,9.0,0.0,2.0
20000874,19.0,7415247.0,9.0,0.0,11.0,0.0,1.0,0.0,13.0,5.0,6.0,0.0
20000880,28.0,6948618.0,476.0,0.0,150.0,0.0,0.0,2.0,10.0,35.0,11.0,14.0
20000892,440.0,550336657.0,183735.0,0.0,6323.0,0.0,2.0,157.0,85.0,956.0,200.0,400.0
20000909,219.0,620914286.0,57211.0,0.0,5774.0,0.0,0.0,102.0,127.0,597.0,128.0,633.0
20000922,27.0,104882524.0,4317.0,0.0,548.0,0.0,0.0,3.0,28.0,75.0,23.0,31.0
20000934,48.0,73226279.0,18734.0,0.0,2150.0,0.0,0.0,5.0,15.0,168.0,20.0,157.0
20000945,25.0,22260930.0,304.0,0.0,171.0,0.0,0.0,2.0,4.0,12.0,6.0,9.0
20000946,4.0,5170942.0,82.0,0.0,102.0,0.0,0.0,3.0,3.0,11.0,4.0,1.0
20000949,174.0,120627978.0,33296.0,0.0,1026.0,0.0,2.0,26.0,13.0,112.0,32.0,42.0
20000954,12.0,11875613.0,666.0,0.0,153.0,0.0,0.0,0.0,0.0,14.0,0.0,1.0
20000959,274.0,543124970.0,133618.0,0.0,9156.0,0.0,0.0,80.0,38.0,771.0,174.0,621.0
20000960,37.0,159568767.0,70916.0,0.0,1508.0,0.0,0.0,10.0,31.0,110.0,30.0,15.0
20000968,31.0,21136666.0,17865.0,0.0,326.0,0.0,0.0,4.0,6.0,192.0,6.0,13.0
20000971,275.0,608079660.0,322937.0,0.0,6496.0,377.0,2.0,146.0,74.0,792.0,135.0,668.0
20000974,311.0,387753995.0,7538.0,0.0,5103.0,0.0,3.0,91.0,15.0,349.0,67.0,301.0
20000983,603.0,533901020.0,15019.0,0.0,3570.0,0.0,1.0,248.0,123.0,640.0,262.0,360.0
20000988,394.0,319814839.0,123727.0,0.0,1070.0,0.0,0.0,0.0,55.0,380.0,39.0,516.0
20000994,217.0,207208972.0,24970.0,0.0,2158.0,0.0,1.0,21.0,12.0,236.0,29.0,288.0
20000998,28.0,25882005.0,1916.0,0.0,154.0,0.0,0.0,9.0,3.0,39.0,9.0,1.0
20001012,480.0,519662056.0,152327.0,0.0,6182.0,0.0,0.0,260.0,58.0,601.0,168.0,950.0
20001013,7.0,3581695.0,100.0,0.0,9.0,0.0,0.0,0.0,3.0,17.0,2.0,0.0
20001025,49.0,158365313.0,123546.0,0.0,2078.0,0.0,0.0,35.0,22.0,416.0,53.0,568.0
20001026,428.0,818986357.0,310870.0,0.0,8345.0,302.0,1.0,169.0,124.0,941.0,189.0,201.0
20001032,267.0,665046859.0,5902.0,0.0,5347.0,0.0,2.0,114.0,126.0,645.0,176.0,169.0
20001033,46.0,6118788.0,845.0,0.0,213.0,0.0,0.0,1.0,17.0,34.0,17.0,12.0
20001035,493.0,76430596.0,4136.0,0.0,560.0,0.0,1.0,40.0,58.0,239.0,84.0,114.0
20001042,16.0,1158274687.0,110133.0,0.0,30.0,0.0,0.0,0.0,8.0,36.0,5.0,1276.0
20001050,948.0,786027129.0,95048.0,0.0,6090.0,0.0,2.0,142.0,223.0,833.0,256.0,606.0
20001052,11.0,84731.0,174.0,0.0,41.0,0.0,0.0,0.0,5.0,10.0,5.0,20.0
20001054,2.0,448631.0,120.0,0.0,28.0,0.0,0.0,0.0,2.0,8.0,2.0,0.0
20001056,17.0,29936857.0,10358.0,0.0,387.0,0.0,0.0,4.0,16.0,40.0,10.0,5.0
20001057,2.0,253382.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,5.0,2.0,0.0
20001066,358.0,274606260.0,2030.0,0.0,2914.0,0.0,0.0,161.0,43.0,442.0,134.0,154.0
20001088,27.0,60930913.0,30766.0,0.0,570.0,0.0,0.0,4.0,16.0,59.0,17.0,32.0
20001098,1040.0,127866393.0,8051.0,0.0,13.0,0.0,0.0,24.0,4.0,36.0,22.0,0.0
20001110,11.0,21039.0,54.0,0.0,21.0,0.0,0.0,0.0,5.0,7.0,5.0,9.0
20001111,43.0,61395315.0,50777.0,0.0,1106.0,0.0,0.0,17.0,8.0,145.0,20.0,140.0
20001112,438.0,363402823.0,102705.0,0.0,3362.0,0.0,1.0,140.0,94.0,450.0,146.0,352.0
20001113,477.0,601663593.0,29649.0,0.0,5420.0,0.0,3.0,5.0,31.0,387.0,35.0,128.0
20001116,41.0,1485270.0,844.0,0.0,52.0,0.0,0.0,0.0,3.0,21.0,6.0,10.0
20001127,47.0,43729047.0,54394.0,0.0,731.0,0.0,0.0,28.0,4.0,60.0,26.0,1.0
20001129,66.0,31176323.0,122671.0,0.0,454.0,0.0,0.0,0.0,5.0,56.0,5.0,583.0
20001132,18.0,1690528.0,4837.0,0.0,529.0,0.0,0.0,0.0,16.0,60.0,14.0,79.0
20001135,207.0,458985013.0,27278.0,0.0,5087.0,0.0,0.0,172.0,146.0,589.0,198.0,376.0
20001144,356.0,27535616.0,2088.0,0.0,663.0,0.0,10.0,280.0,77.0,596.0,353.0,122.0
20001167,3616.0,1990668686.0,91916.0,0.0,31415.0,0.0,0.0,21.0,61.0,166.0,73.0,645.0
20001170,6.0,124461.0,52.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
20001175,205.0,343924297.0,40685.0,0.0,3824.0,0.0,1.0,49.0,10.0,324.0,26.0,170.0
20001194,386.0,76506842.0,125037.0,0.0,1378.0,0.0,0.0,16.0,39.0,224.0,47.0,190.0
20001201,123.0,196924050.0,158074.0,0.0,1273.0,0.0,4.0,29.0,27.0,377.0,36.0,223.0
20001208,43.0,43828477.0,1145.0,0.0,208.0,0.0,0.0,4.0,14.0,60.0,11.0,14.0
20001222,2497.0,286396885.0,59510.0,0.0,1430.0,0.0,0.0,84.0,52.0,387.0,318.0,3.0
20001225,2694.0,502139328.0,75486.0,0.0,2791.0,0.0,0.0,122.0,199.0,342.0,293.0,2570.0
20001229,12.0,74158.0,197.0,0.0,50.0,0.0,0.0,0.0,5.0,6.0,4.0,24.0
20001231,139.0,166350986.0,41372.0,0.0,1580.0,0.0,0.0,60.0,24.0,183.0,57.0,15.0
20001232,9.0,407845.0,168.0,0.0,174.0,0.0,0.0,0.0,2.0,11.0,2.0,1.0
20001239,1833.0,73633218.0,39415.0,0.0,2085.0,0.0,0.0,34.0,46.0,116.0,69.0,11.0
20001241,2.0,276232.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0
20001242,1.0,23559.0,119.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
20001251,148.0,457261765.0,82708.0,0.0,4651.0,0.0,2.0,53.0,87.0,501.0,99.0,506.0
20001253,109.0,335353843.0,26865.0,0.0,3935.0,51.0,1.0,258.0,145.0,526.0,190.0,815.0
20001256,281.0,118934197.0,72967.0,0.0,1833.0,0.0,2.0,91.0,52.0,331.0,85.0,440.0
20001264,122.0,285951757.0,163016.0,0.0,2826.0,0.0,10.0,42.0,39.0,355.0,66.0,250.0
20001272,2.0,3095128.0,120.0,0.0,29.0,0.0,0.0,0.0,6.0,8.0,5.0,0.0
20001276,495.0,61034616.0,4439.0,0.0,1450.0,0.0,0.0,15.0,58.0,260.0,56.0,161.0
20001278,1258.0,344869167.0,58420.0,0.0,6176.0,0.0,0.0,95.0,121.0,247.0,191.0,1.0
20001279,44.0,36996858.0,38749.0,0.0,461.0,0.0,0.0,5.0,2.0,100.0,12.0,3.0
20001280,1.0,272829.0,66.0,0.0,93.0,0.0,0.0,0.0,6.0,16.0,5.0,8.0
20001292,472.0,294469136.0,73634.0,0.0,2704.0,0.0,1.0,195.0,99.0,447.0,199.0,37.0
20001293,12.0,6777860.0,83.0,0.0,63.0,0.0,1.0,0.0,7.0,17.0,5.0,1.0
20001300,60.0,5167184.0,1052.0,0.0,118.0,0.0,0.0,5.0,13.0,59.0,17.0,20.0
20001316,11.0,4626531.0,1574.0,0.0,86.0,0.0,0.0,1.0,5.0,13.0,5.0,1.0
20001320,118.0,297457296.0,142018.0,0.0,3182.0,321.0,0.0,378.0,71.0,613.0,260.0,172.0
20001322,110.0,319553232.0,164303.0,0.0,3271.0,190.0,0.0,12.0,49.0,236.0,38.0,372.0
20001335,10.0,4206899.0,1440.0,0.0,148.0,0.0,0.0,6.0,6.0,28.0,8.0,99.0
20001343,115.0,89281914.0,159163.0,0.0,5362.0,0.0,0.0,9.0,19.0,348.0,25.0,335.0
20001354,387.0,405283533.0,19123.0,0.0,4446.0,0.0,0.0,126.0,77.0,523.0,122.0,168.0
20001359,638.0,17529028.0,3654.0,0.0,752.0,0.0,0.0,5.0,36.0,125.0,43.0,214.0
20001361,68.0,159101832.0,53893.0,0.0,1930.0,0.0,0.0,81.0,53.0,222.0,71.0,26.0
20001379,987.0,38044079.0,14557.0,0.0,1583.0,0.0,0.0,19.0,32.0,72.0,43.0,8.0
20001383,44.0,139620021.0,70626.0,0.0,1990.0,0.0,0.0,8.0,4.0,105.0,6.0,34.0
20001387,206.0,647899537.0,68666.0,0.0,6516.0,367.0,5.0,283.0,179.0,1022.0,280.0,641.0
20001389,663.0,1451213187.0,83177.0,0.0,45049.0,0.0,0.0,0.0,162.0,168.0,149.0,0.0
20001390,88.0,5585264.0,2055.0,0.0,513.0,0.0,0.0,0.0,14.0,66.0,13.0,124.0
20001392,1.0,61772.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20001393,245.0,227809620.0,63646.0,0.0,2427.0,56.0,0.0,6.0,46.0,202.0,29.0,344.0
20001405,10013.0,1288249838.0,48809.0,0.0,22485.0,0.0,0.0,0.0,73.0,97.0,64.0,1908.0
20001412,49.0,323728.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,60.0,4.0,0.0
20001421,205.0,64535368.0,32177.0,0.0,6407.0,0.0,0.0,0.0,1.0,286.0,196.0,249.0
20001442,33.0,142816.0,24.0,0.0,44.0,0.0,0.0,0.0,9.0,7.0,7.0,0.0
20001444,1320.0,462906027.0,230706.0,0.0,4742.0,0.0,2.0,249.0,82.0,566.0,189.0,315.0
20001458,79.0,343755638.0,155651.0,0.0,3672.0,0.0,1.0,116.0,65.0,386.0,119.0,177.0
20001460,6493.0,1382620851.0,67573.0,0.0,11970.0,0.0,0.0,0.0,112.0,150.0,100.0,8.0
20001461,41.0,86787623.0,1263.0,0.0,1025.0,0.0,0.0,2.0,46.0,59.0,31.0,15.0
20001468,45.0,808551.0,21020.0,0.0,2.0,0.0,8.0,14.0,10.0,64.0,21.0,1.0
20001472,81.0,93240744.0,546.0,0.0,548.0,0.0,2.0,36.0,23.0,141.0,32.0,10.0
20001475,51.0,298333.0,144.0,0.0,67.0,0.0,0.0,0.0,6.0,9.0,6.0,6.0
20001477,202.0,378465973.0,12640.0,0.0,4680.0,0.0,0.0,12.0,99.0,298.0,112.0,220.0
20001480,272.0,37467344.0,3145.0,0.0,720.0,0.0,0.0,11.0,44.0,169.0,46.0,93.0
20001496,170.0,169898174.0,2437.0,0.0,1635.0,0.0,0.0,16.0,25.0,158.0,29.0,18.0
20001498,126.0,73508480.0,1225.0,0.0,700.0,0.0,0.0,63.0,19.0,186.0,53.0,95.0
20001508,19.0,229004.0,118.0,0.0,96.0,0.0,0.0,0.0,1.0,13.0,1.0,18.0
20001514,5.0,25986.0,48.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
20001518,42.0,97709.0,670.0,0.0,180.0,0.0,0.0,0.0,1.0,5.0,1.0,8.0
20001531,616.0,822173086.0,30774.0,0.0,5287.0,0.0,2.0,166.0,83.0,1045.0,188.0,715.0
20001538,2.0,7922.0,36.0,0.0,40.0,0.0,0.0,0.0,1.0,1.0,1.0,7.0
20001540,1767.0,106872343.0,26458.0,0.0,406.0,0.0,0.0,32.0,19.0,108.0,46.0,28.0
20001547,2.0,609456.0,68.0,0.0,4.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0
20001554,319.0,451355366.0,33198.0,0.0,5197.0,0.0,0.0,335.0,150.0,653.0,246.0,311.0
20001562,128.0,535658433.0,67501.0,0.0,6829.0,38.0,0.0,145.0,234.0,723.0,174.0,414.0
