actor_account,total_party_time,guild_join_count,average_party_time
20002753,41693.0,0.0,2316.277777777778
20002761,80909.0,0.0,2996.6296296296296
20002763,30646.0,0.0,4378.0
20002769,17331.0,1.0,1733.1
20002777,7878.0,0.0,2626.0
20002784,42108.0,0.0,4210.8
20002786,13252.0,0.0,6626.0
20002787,777.0,0.0,777.0
20002790,29679.0,0.0,3709.875
20002808,18020.0,0.0,2574.285714285714
20002825,59658.0,0.0,5423.454545454545
20002826,20.0,0.0,20.0
20002832,59385.0,0.0,7423.125
20002841,971.0,0.0,971.0
20002861,45.0,0.0,45.0
20002867,49271.0,0.0,5474.555555555556
20002871,33991.0,2.0,5665.166666666667
20002907,81697.0,0.0,4538.722222222223
20002914,34037.0,0.0,8509.25
20002926,8985.0,0.0,2246.25
20002931,26446.0,0.0,2644.6
20002934,9639.0,0.0,1377.0
20002938,7840.0,0.0,7840.0
20002949,84919.0,0.0,2426.2571428571428
20002950,97689.0,1.0,3907.56
20002971,905.0,0.0,905.0
20002986,1660.0,0.0,1660.0
20002993,23158.0,0.0,3308.285714285714
20002994,6384.0,0.0,6384.0
20002999,12697.0,0.0,3174.25
20003019,57721.0,0.0,5772.1
20003029,17662.0,0.0,2523.1428571428573
20003043,35759.0,0.0,3575.9
20003049,9.0,0.0,9.0
20003056,2561.0,0.0,2561.0
20003065,41085.0,0.0,3735.0
20003077,1949.0,0.0,649.6666666666666
20003078,37773.0,0.0,18886.5
20003081,29443.0,0.0,3680.375
20003090,17790.0,0.0,3558.0
20003097,9966.0,0.0,1423.7142857142858
20003117,6071.0,0.0,2023.6666666666667
20003118,25428.0,0.0,3178.5
20003140,24066.0,0.0,2005.5
20003146,16235.0,0.0,2319.285714285714
20003154,23216.0,0.0,1547.7333333333333
20003158,2457.0,0.0,2457.0
20003207,7407.0,0.0,1481.4
20003208,209.0,0.0,104.5
20003210,1371.0,0.0,685.5
20003219,72923.0,2.0,3314.681818181818
20003222,26135.0,0.0,2010.3846153846155
20003223,59828.0,1.0,3519.294117647059
20003228,8725.0,0.0,2908.3333333333335
20003235,480.0,0.0,240.0
20003245,24290.0,0.0,4858.0
20003260,12398.0,0.0,6199.0
20003267,11995.0,0.0,1499.375
20003311,21060.0,0.0,3008.5714285714284
20003312,8116.0,0.0,2029.0
20003319,90533.0,0.0,9053.3
20003325,15796.0,0.0,1579.6
20003348,33792.0,0.0,1609.142857142857
20003352,5078.0,0.0,1692.6666666666667
20003354,30125.0,0.0,7531.25
20003355,38105.0,0.0,5443.571428571428
20003381,35396.0,0.0,1538.9565217391305
20003383,29819.0,0.0,3727.375
20003390,20183.0,0.0,6727.666666666667
20003396,11834.0,0.0,1690.5714285714287
20003402,139083.0,0.0,5151.222222222223
20003405,22036.0,0.0,5509.0
20003407,8888.0,0.0,4444.0
20003409,73037.0,0.0,3477.9523809523807
20003430,7877.0,0.0,1575.4
20003432,2554.0,0.0,2554.0
20003433,26462.0,0.0,2646.2
20003434,42906.0,0.0,1300.1818181818182
20003442,16485.0,0.0,1831.6666666666667
20003449,36926.0,0.0,3692.6
20003454,21462.0,0.0,21462.0
20003455,33496.0,0.0,3045.090909090909
20003460,32401.0,1.0,2945.5454545454545
20003474,31822.0,0.0,7955.5
20003483,5809.0,0.0,1936.3333333333333
20003486,27215.0,0.0,2474.090909090909
20003495,90337.0,0.0,10037.444444444445
20003516,2557.0,0.0,1278.5
20003518,43312.0,0.0,2707.0
20003523,62293.0,0.0,3664.294117647059
20003543,4849.0,0.0,2424.5
20003548,7601.0,1.0,2533.6666666666665
20003551,38070.0,0.0,2115.0
20003556,9436.0,0.0,1887.2
20003559,429.0,0.0,214.5
20003562,963.0,0.0,963.0
20003563,16309.0,0.0,3261.8
20003565,450.0,0.0,450.0
20003608,89139.0,0.0,6367.071428571428
20003609,5016.0,5.0,1254.0
20003616,2888.0,0.0,2888.0
20003626,81460.0,0.0,5818.571428571428
20003628,31210.0,0.0,3901.25
20003632,684.0,0.0,342.0
20003640,37659.0,0.0,3765.9
20003641,13258.0,0.0,2651.6
20003644,10490.0,0.0,1498.5714285714287
20003647,24933.0,0.0,1917.923076923077
20003649,55861.0,0.0,2327.5416666666665
20003664,30724.0,0.0,2194.5714285714284
20003666,20817.0,0.0,6939.0
20003689,218.0,0.0,218.0
20003696,29742.0,0.0,1982.8
20003702,19721.0,0.0,2191.222222222222
20003704,15.0,0.0,15.0
20003708,1403.0,0.0,1403.0
20003726,1801.0,0.0,900.5
20003732,3536.0,0.0,1768.0
20003733,4296.0,0.0,859.2
20003737,49114.0,2.0,3508.1428571428573
20003739,2198.0,0.0,732.6666666666666
20003765,58835.0,0.0,4902.916666666667
20003775,609.0,0.0,609.0
20003776,15136.0,1.0,15136.0
20003779,14539.0,1.0,4846.333333333333
20003781,5913.0,0.0,1478.25
20003782,3281.0,0.0,3281.0
20003785,23665.0,0.0,1479.0625
20003791,5227.0,0.0,1742.3333333333333
20003795,1240.0,0.0,1240.0
20003796,16044.0,0.0,4011.0
20003817,4203.0,0.0,700.5
20003825,7204.0,1.0,3602.0
20003843,1736.0,0.0,1736.0
20003845,11786.0,0.0,2946.5
20003849,21592.0,2.0,7197.333333333333
20003854,5050.0,0.0,2525.0
20003856,9205.0,1.0,2301.25
20003862,49548.0,1.0,1415.6571428571428
20003873,13776.0,0.0,3444.0
20003878,24897.0,0.0,2074.75
20003882,10848.0,0.0,3616.0
20003888,64177.0,0.0,4936.692307692308
20003910,20504.0,0.0,2563.0
20003922,6026.0,0.0,3013.0
20003943,2943.0,2.0,1471.5
20003944,11955.0,0.0,11955.0
20003945,6394.0,0.0,6394.0
20003949,41740.0,2.0,3794.5454545454545
20003959,61901.0,0.0,1587.2051282051282
20003964,81536.0,1.0,4291.368421052632
20003978,18530.0,0.0,1684.5454545454545
20003982,42732.0,0.0,3287.076923076923
20003988,9885.0,0.0,1977.0
20003992,32671.0,2.0,8167.75
20004019,8390.0,0.0,1678.0
20004041,6610.0,0.0,6610.0
20004043,66991.0,0.0,2093.46875
20004063,3051.0,0.0,1525.5
20004077,74481.0,0.0,2758.5555555555557
20004080,295942.0,0.0,98647.33333333333
20004094,4122.0,0.0,2061.0
20004104,6135.0,0.0,1227.0
20004130,67430.0,0.0,5186.923076923077
20004153,49682.0,0.0,4516.545454545455
20004175,39900.0,0.0,3990.0
20004177,61208.0,0.0,2354.153846153846
20004180,1551.0,0.0,775.5
20004190,43842.0,0.0,4384.2
20004198,51100.0,0.0,12775.0
20004204,14714.0,0.0,2102.0
20004214,14435.0,0.0,1443.5
20004225,4001.0,0.0,2000.5
20004232,11248.0,1.0,1874.6666666666667
20004245,3151.0,0.0,3151.0
20004252,11518.0,0.0,1919.6666666666667
20004258,9735.0,0.0,3245.0
20004265,35749.0,0.0,1702.3333333333333
20004267,20182.0,0.0,5045.5
20004279,11773.0,0.0,3924.3333333333335
20004286,3300.0,1.0,3300.0
20004290,74464.0,0.0,4654.0
20004292,17969.0,0.0,4492.25
20004293,28825.0,0.0,1921.6666666666667
20004308,16665.0,0.0,2083.125
20004322,28985.0,0.0,7246.25
20004329,65552.0,0.0,9364.57142857143
20004345,12357.0,0.0,2059.5
20004398,31907.0,1.0,2900.6363636363635
20004408,9536.0,0.0,4768.0
20004415,117466.0,0.0,4350.592592592592
20004439,41495.0,0.0,4149.5
20004446,17244.0,0.0,2155.5
20004453,42467.0,0.0,6066.714285714285
20004469,4571.0,0.0,2285.5
20004491,2468.0,0.0,822.6666666666666
20004506,7361.0,0.0,2453.6666666666665
20004516,78154.0,0.0,3907.7
20004521,1434.0,0.0,1434.0
20004529,49602.0,0.0,1771.5
20004531,1258.0,0.0,1258.0
20004545,48006.0,2.0,2823.8823529411766
20004550,26325.0,0.0,8775.0
20004564,26303.0,0.0,4383.833333333333
20004565,21582.0,0.0,1962.0
20004569,9948.0,2.0,1989.6
20004573,7255.0,0.0,1209.1666666666667
20004581,29530.0,0.0,2953.0
20004585,16386.0,0.0,5462.0
20004593,54914.0,0.0,3660.9333333333334
20004606,28261.0,0.0,3140.1111111111113
20004608,59366.0,0.0,1978.8666666666666
20004614,6619.0,1.0,2206.3333333333335
20004630,21745.0,0.0,7248.333333333333
20004633,21002.0,0.0,3000.285714285714
20004638,12227.0,1.0,394.4193548387097
20004644,10053.0,0.0,5026.5
20004647,397.0,0.0,397.0
20004651,33654.0,2.0,3365.4
20004652,24490.0,0.0,2721.1111111111113
20004665,50725.0,0.0,5636.111111111111
20004673,7965.0,1.0,2655.0
20004674,20646.0,1.0,6882.0
20004680,116483.0,0.0,7765.533333333334
20004681,4591.0,2.0,510.1111111111111
20004690,9661.0,0.0,1932.2
20004691,49212.0,1.0,4921.2
20004719,11049.0,0.0,2209.8
20004731,24265.0,0.0,6066.25
20004743,4624.0,1.0,2312.0
20004764,19642.0,0.0,1510.923076923077
20004778,17448.0,0.0,2492.5714285714284
20004780,13130.0,0.0,6565.0
20004802,15601.0,0.0,3900.25
20004806,44478.0,1.0,5559.75
20004814,47791.0,0.0,23895.5
20004817,124261.0,3.0,3883.15625
20004838,9809.0,1.0,1401.2857142857142
20004839,30480.0,0.0,3810.0
20004842,26871.0,0.0,8957.0
20004853,35193.0,0.0,2199.5625
20004865,68928.0,1.0,5744.0
20004876,4109.0,0.0,2054.5
20004921,10720.0,1.0,2144.0
20004929,3694.0,0.0,3694.0
20004932,22763.0,0.0,4552.6
20004942,22113.0,0.0,2457.0
20004944,6091.0,0.0,1522.75
20004949,9432.0,2.0,4716.0
20004962,10854.0,3.0,2170.8
20004963,64692.0,0.0,6469.2
20004965,488.0,0.0,488.0
20004970,3990.0,0.0,1995.0
20004982,68242.0,1.0,4874.428571428572
20004992,24715.0,0.0,2746.1111111111113
20004999,81184.0,0.0,7380.363636363636
20005001,8723.0,0.0,2180.75
20005003,71259.0,0.0,4191.705882352941
20005004,90.0,0.0,90.0
20005007,48723.0,2.0,8120.5
20005013,20622.0,0.0,1374.8
20005023,10.0,0.0,10.0
20005042,23990.0,0.0,557.9069767441861
20005062,17346.0,0.0,8673.0
20005063,69432.0,0.0,5340.923076923077
20005068,79746.0,0.0,5316.4
20005076,34588.0,0.0,4941.142857142857
20005080,70779.0,0.0,3538.95
20005086,1616.0,0.0,323.2
20005097,9440.0,0.0,1048.888888888889
20005101,59308.0,0.0,3953.866666666667
20005109,27855.0,0.0,1989.642857142857
20005119,93893.0,0.0,5868.3125
20005130,35397.0,0.0,5056.714285714285
20005143,13545.0,0.0,2257.5
20005156,12615.0,0.0,3153.75
20005157,15805.0,1.0,5268.333333333333
20005178,11646.0,0.0,2329.2
20005196,16912.0,0.0,8456.0
20005197,7422.0,0.0,1060.2857142857142
20005230,12696.0,1.0,3174.0
20005238,21378.0,0.0,7126.0
20005240,42173.0,0.0,1454.2413793103449
20005249,10733.0,0.0,1788.8333333333333
20005251,54146.0,0.0,3609.733333333333
20005254,30235.0,0.0,3359.4444444444443
20005269,31917.0,0.0,10639.0
20005270,28071.0,0.0,7017.75
20005275,21207.0,0.0,3029.5714285714284
20005280,42826.0,0.0,5353.25
20005301,17242.0,0.0,2873.6666666666665
20005302,27426.0,0.0,1371.3
20005306,27765.0,0.0,3085.0
20005309,13185.0,0.0,4395.0
20005314,13788.0,0.0,1969.7142857142858
20005331,4358.0,0.0,1452.6666666666667
20005337,4870.0,0.0,1623.3333333333333
20005350,54651.0,0.0,3643.4
20005360,4363.0,0.0,1454.3333333333333
20005371,15744.0,0.0,1574.4
20005380,16372.0,0.0,2728.6666666666665
20005412,707.0,1.0,707.0
20005415,90731.0,0.0,3780.4583333333335
20005424,13702.0,0.0,2740.4
20005430,65094.0,0.0,3426.0
20005431,8851.0,0.0,1770.2
20005443,16551.0,1.0,2758.5
20005464,11795.0,0.0,11795.0
20005466,6758.0,0.0,2252.6666666666665
20005468,298384.0,0.0,14208.761904761905
20005473,89089.0,0.0,4454.45
20005478,32516.0,0.0,4064.5
20005482,4716.0,0.0,1572.0
20005489,8348.0,0.0,4174.0
20005490,36168.0,0.0,2782.153846153846
20005492,8682.0,0.0,2170.5
20005523,7612.0,0.0,1903.0
20005535,7683.0,0.0,3841.5
20005567,18220.0,0.0,2602.8571428571427
20005574,7383.0,2.0,922.875
20005591,27481.0,1.0,3053.4444444444443
20005599,4542.0,0.0,2271.0
20005608,13437.0,0.0,3359.25
20005615,4798.0,0.0,479.8
20005622,32370.0,0.0,2942.7272727272725
20005637,37727.0,0.0,4191.888888888889
20005644,32170.0,0.0,2680.8333333333335
20005646,7309.0,0.0,1827.25
20005650,14586.0,1.0,2431.0
20005651,4725.0,0.0,1181.25
20005654,22973.0,0.0,1767.1538461538462
20005678,65373.0,0.0,6537.3
20005679,4430.0,0.0,4430.0
20005681,31867.0,0.0,2897.0
20005691,192.0,0.0,192.0
20005700,28057.0,1.0,3117.4444444444443
20005711,30872.0,0.0,5145.333333333333
20005723,11592.0,0.0,2898.0
20005757,1596.0,1.0,319.2
20005771,9.0,0.0,4.5
20005773,28171.0,0.0,5634.2
20005780,84737.0,0.0,21184.25
20005790,11317.0,0.0,5658.5
20005794,51783.0,0.0,2157.625
20005810,19247.0,0.0,2749.5714285714284
20005828,1050.0,0.0,1050.0
20005834,102.0,0.0,102.0
20005882,59755.0,0.0,5432.272727272727
20005884,49574.0,0.0,3098.375
20005885,24866.0,0.0,1657.7333333333333
20005914,5438.0,0.0,1812.6666666666667
20005917,3878.0,0.0,1292.6666666666667
20005923,42608.0,0.0,7101.333333333333
20005942,46607.0,3.0,3585.153846153846
20005946,53000.0,1.0,2789.4736842105262
20005961,18572.0,0.0,4643.0
20005975,15945.0,0.0,2277.8571428571427
20005985,11743.0,0.0,2348.6
20005992,1459.0,0.0,729.5
20005999,49238.0,4.0,1758.5
20006001,5139.0,2.0,5139.0
20006013,12975.0,0.0,3243.75
20006023,347.0,0.0,115.66666666666667
20006030,39228.0,0.0,4358.666666666667
20006033,555.0,0.0,27.75
20006034,92921.0,0.0,6637.214285714285
20006040,10891.0,0.0,3630.3333333333335
20006042,1398.0,0.0,1398.0
20006060,11368.0,0.0,1624.0
20006065,6606.0,0.0,2202.0
20006070,21124.0,0.0,2640.5
20006072,74.0,0.0,74.0
20006081,416.0,0.0,208.0
20006086,5069.0,0.0,1267.25
20006096,5510.0,0.0,1836.6666666666667
20006098,26567.0,1.0,2415.181818181818
20006103,25837.0,1.0,3229.625
20006106,29937.0,0.0,29937.0
20006113,2901.0,0.0,2901.0
20006114,5411.0,0.0,5411.0
20006127,199.0,0.0,199.0
20006128,40107.0,0.0,2359.235294117647
20006160,5590.0,0.0,698.75
20006162,17588.0,0.0,2931.3333333333335
20006170,7389.0,0.0,1847.25
20006171,25514.0,0.0,8504.666666666666
20006172,4927.0,4.0,703.8571428571429
20006208,10105.0,0.0,5052.5
20006218,63120.0,0.0,9017.142857142857
20006232,44825.0,0.0,2801.5625
20006260,84030.0,1.0,3112.222222222222
20006267,10109.0,1.0,5054.5
20006268,15188.0,0.0,2169.714285714286
20006274,34399.0,0.0,2646.076923076923
20006289,21055.0,0.0,7018.333333333333
20006303,28550.0,1.0,3172.222222222222
20006306,45096.0,0.0,3468.923076923077
20006312,22903.0,0.0,2290.3
20006320,13642.0,0.0,3410.5
20006322,14864.0,0.0,2477.3333333333335
20006325,45875.0,0.0,3822.9166666666665
20006328,9879.0,1.0,3293.0
20006331,3052.0,0.0,1526.0
20006333,12697.0,0.0,4232.333333333333
20006335,502.0,0.0,502.0
20006352,11136.0,0.0,5568.0
20006356,297.0,0.0,297.0
20006357,9113.0,4.0,3037.6666666666665
20006370,13865.0,1.0,2773.0
20006375,8057.0,1.0,1342.8333333333333
20006382,25039.0,0.0,8346.333333333334
20006385,279.0,0.0,279.0
20006391,9203.0,0.0,2300.75
20006406,408.0,0.0,136.0
20006407,2366.0,0.0,2366.0
20006418,32439.0,1.0,3604.3333333333335
20006423,10749.0,0.0,10749.0
20006427,25226.0,0.0,25226.0
20006428,54703.0,1.0,1478.4594594594594
20006436,44696.0,1.0,3438.153846153846
20006446,61519.0,0.0,8788.42857142857
20006447,41422.0,0.0,2958.714285714286
20006459,3401.0,0.0,566.8333333333334
20006480,484.0,1.0,242.0
20006484,20142.0,1.0,2517.75
20006486,11317.0,2.0,2263.4
20006488,41878.0,0.0,3489.8333333333335
20006494,69.0,0.0,69.0
20006516,3226.0,0.0,1613.0
20006527,207132.0,0.0,5178.3
