trade_go,trade_come,buy_from_shop,sell_to_shop,buy_from_personal_shop,sell_to_person,mail_go,mail_come,invite,join,revival,fight,friend_num,friend_num_change_count,too_much_gain,too_much_AP,trade_go_perday,trade_come_perday,buy_from_shop_perday,sell_to_shop_perday,buy_from_personal_shop_perday,mail_go_perday,mail_come_perday,invite_perday,join_perday,revival_perday,fight_perday
6.0,6.0,44.0,104.0,0.0,0.0,0.0,0.0,24.0,34.0,3.0,10.0,11.0,3.0,0.0,0.0,0.75,0.75,5.5,13.0,0.0,0.0,0.0,3.0,4.25,0.375,1.25
3.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.7333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,0.0,0.0
0.0,13.0,24.0,145.0,0.0,0.0,0.0,8.0,1.0,7.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,3.25,6.0,36.25,0.0,0.0,2.0,0.25,1.75,0.0,0.75
20.0,22.0,86.0,221.0,1.0,0.0,4.0,24.0,8.0,69.0,1.0,6.0,34.0,1.0,0.0,0.0,1.3333333333333333,1.4666666666666666,5.7333333333333325,14.733333333333333,0.06666666666666668,0.26666666666666666,1.6,0.5333333333333333,4.6,0.06666666666666668,0.4
1.0,0.0,13.0,15.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,6.5,7.5,0.0,0.0,0.0,0.5,1.0,0.0,0.5
14.0,8.0,51.0,375.0,0.0,0.0,0.0,0.0,36.0,77.0,12.0,15.0,84.0,17.0,0.0,0.0,0.9333333333333332,0.5333333333333333,3.4,25.0,0.0,0.0,0.0,2.4,5.133333333333334,0.8,1.0
0.0,37.0,17.0,562.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.642857142857143,1.2142857142857142,40.142857142857146,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0
23.0,11.0,47.0,255.0,4.0,0.0,4.0,18.0,65.0,73.0,1.0,51.0,6.0,4.0,0.0,0.0,1.6428571428571428,0.7857142857142857,3.3571428571428568,18.214285714285715,0.2857142857142857,0.2857142857142857,1.2857142857142858,4.642857142857143,5.214285714285714,0.07142857142857142,3.6428571428571432
0.0,1.0,26.0,293.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666668,1.7333333333333334,19.533333333333328,0.0,0.0,0.06666666666666668,0.0,0.0,0.0,0.0
0.0,0.0,1.0,17.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,8.5,0.0,0.0,1.0,0.0,2.0,0.0,0.0
101.0,37.0,28.0,343.0,0.0,0.0,21.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.769230769230767,2.8461538461538463,2.1538461538461537,26.384615384615394,0.0,1.6153846153846154,0.3076923076923077,0.07692307692307693,0.0,0.0,0.0
96.0,32.0,45.0,118.0,0.0,0.0,28.0,6.0,14.0,9.0,0.0,0.0,2.0,2.0,0.0,0.0,9.6,3.2,4.5,11.8,0.0,2.8,0.6,1.4,0.9,0.0,0.0
0.0,2.0,0.0,23.0,0.0,0.0,0.0,48.0,0.0,17.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,0.2222222222222222,0.0,2.5555555555555562,0.0,0.0,5.333333333333333,0.0,1.8888888888888888,0.0,0.0
31.0,17.0,14.0,97.0,0.0,0.0,11.0,5.0,78.0,30.0,5.0,6.0,20.0,4.0,0.0,0.0,2.8181818181818183,1.5454545454545454,1.2727272727272727,8.818181818181818,0.0,1.0,0.4545454545454545,7.090909090909091,2.727272727272727,0.4545454545454545,0.5454545454545454
18.0,8.0,174.0,905.0,3.0,0.0,30.0,26.0,104.0,77.0,5.0,1.0,67.0,10.0,0.0,0.0,1.2857142857142858,0.5714285714285714,12.428571428571427,64.64285714285714,0.21428571428571427,2.142857142857143,1.8571428571428568,7.428571428571429,5.5,0.35714285714285715,0.07142857142857142
1.0,3.0,4.0,68.0,0.0,0.0,1.0,4.0,15.0,7.0,2.0,0.0,100.0,6.0,0.0,0.0,0.2,0.6,0.8,13.6,0.0,0.2,0.8,3.0,1.4,0.4,0.0
4.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,1.0,97.0,1.0,0.0,0.0,1.0,0.0,0.0,4.75,0.0,0.0,0.0,1.0,0.5,0.0,0.25
0.0,0.0,77.0,449.0,18.0,0.0,0.0,5.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.416666666666668,37.41666666666666,1.5,0.0,0.4166666666666667,0.08333333333333333,0.25,0.0,0.0
33.0,9.0,48.0,114.0,1.0,0.0,24.0,50.0,65.0,47.0,1.0,24.0,95.0,6.0,0.0,0.0,3.0,0.8181818181818182,4.363636363636363,10.363636363636363,0.09090909090909093,2.1818181818181817,4.545454545454546,5.909090909090909,4.2727272727272725,0.09090909090909093,2.1818181818181817
12.0,7.0,52.0,361.0,0.0,0.0,7.0,8.0,232.0,48.0,20.0,0.0,57.0,6.0,0.0,0.0,0.8,0.4666666666666667,3.466666666666667,24.066666666666666,0.0,0.4666666666666667,0.5333333333333333,15.466666666666667,3.2,1.3333333333333333,0.0
100.0,90.0,50.0,228.0,0.0,0.0,45.0,70.0,174.0,82.0,2.0,58.0,63.0,12.0,0.0,0.0,6.666666666666668,6.0,3.333333333333333,15.2,0.0,3.0,4.666666666666667,11.6,5.466666666666668,0.13333333333333333,3.866666666666666
1.0,0.0,39.0,141.0,0.0,0.0,0.0,13.0,14.0,28.0,0.0,0.0,5.0,1.0,0.0,0.0,0.07692307692307693,0.0,3.0,10.846153846153848,0.0,0.0,1.0,1.0769230769230769,2.1538461538461537,0.0,0.0
12.0,14.0,26.0,68.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,7.0,13.0,34.0,0.0,0.0,0.0,0.0,2.0,0.0,0.5
19.0,11.0,54.0,201.0,0.0,0.0,1.0,1.0,11.0,73.0,4.0,15.0,70.0,12.0,0.0,0.0,1.7272727272727273,1.0,4.909090909090909,18.272727272727273,0.0,0.09090909090909093,0.09090909090909093,1.0,6.636363636363638,0.3636363636363637,1.3636363636363635
1.0,0.0,8.0,194.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,0.0,0.6153846153846154,14.923076923076925,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0
235.0,392.0,14.0,4.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.785714285714285,28.0,1.0,0.2857142857142857,0.0,0.0,1.5714285714285714,0.0,0.0,0.0,0.0
1.0,14.0,23.0,89.0,0.0,0.0,0.0,3.0,6.0,1.0,0.0,1.0,4.0,4.0,0.0,0.0,0.125,1.75,2.875,11.125,0.0,0.0,0.375,0.75,0.125,0.0,0.125
25.0,102.0,1807.0,166.0,0.0,1.0,8.0,14.0,15.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,10.2,180.7,16.6,0.0,0.8,1.4,1.5,7.5,0.0,0.0
8.0,10.0,51.0,242.0,0.0,0.0,2.0,1.0,7.0,7.0,0.0,0.0,1.0,1.0,0.0,0.0,0.8888888888888888,1.1111111111111112,5.666666666666668,26.88888888888889,0.0,0.2222222222222222,0.1111111111111111,0.7777777777777778,0.7777777777777778,0.0,0.0
9.0,9.0,26.0,31.0,0.0,0.0,0.0,4.0,63.0,45.0,0.0,18.0,18.0,3.0,0.0,0.0,0.6,0.6,1.7333333333333334,2.066666666666667,0.0,0.0,0.26666666666666666,4.2,3.0,0.0,1.2
25.0,4.0,43.0,153.0,2.0,0.0,18.0,64.0,50.0,17.0,0.0,1.0,15.0,1.0,0.0,0.0,2.7777777777777777,0.4444444444444444,4.777777777777779,17.0,0.2222222222222222,2.0,7.1111111111111125,5.5555555555555545,1.8888888888888888,0.0,0.1111111111111111
6.0,6.0,36.0,211.0,0.0,0.0,0.0,0.0,4.0,15.0,0.0,1.0,10.0,10.0,0.0,0.0,2.0,2.0,12.0,70.33333333333333,0.0,0.0,0.0,1.3333333333333333,5.0,0.0,0.3333333333333333
3.0,2.0,96.0,415.0,2.0,0.0,2.0,3.0,12.0,36.0,3.0,2.0,4.0,1.0,0.0,0.0,0.2,0.13333333333333333,6.4,27.66666666666667,0.13333333333333333,0.13333333333333333,0.2,0.8,2.4,0.2,0.13333333333333333
0.0,1.0,8.0,32.0,0.0,1.0,0.0,0.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,2.6666666666666665,10.666666666666666,0.0,0.0,0.0,2.333333333333333,1.3333333333333333,0.0,0.0
3.0,7.0,75.0,204.0,0.0,0.0,1.0,12.0,5.0,44.0,2.0,0.0,62.0,4.0,0.0,0.0,0.21428571428571427,0.5,5.357142857142857,14.571428571428573,0.0,0.07142857142857142,0.8571428571428571,0.35714285714285715,3.1428571428571432,0.14285714285714285,0.0
1.0,8.0,37.0,324.0,0.0,0.0,0.0,17.0,78.0,82.0,1.0,18.0,12.0,8.0,0.0,0.0,0.07142857142857142,0.5714285714285714,2.642857142857143,23.142857142857146,0.0,0.0,1.2142857142857142,5.571428571428571,5.857142857142858,0.07142857142857142,1.2857142857142858
0.0,0.0,5.0,12.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.4,0.0,0.0,0.2,0.0,0.4,0.0,0.0
1.0,0.0,18.0,104.0,0.0,0.0,15.0,23.0,2.0,11.0,0.0,2.0,1.0,1.0,0.0,0.0,0.07692307692307693,0.0,1.3846153846153846,8.0,0.0,1.1538461538461535,1.7692307692307692,0.15384615384615385,0.8461538461538461,0.0,0.15384615384615385
0.0,0.0,39.0,107.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.25,8.916666666666666,0.0,0.08333333333333333,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0
0.0,1.0,13.0,133.0,0.0,0.0,0.0,2.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,1.8571428571428568,19.0,0.0,0.0,0.2857142857142857,0.42857142857142855,0.5714285714285714,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,2.0,13.0,102.0,0.0,0.0,2.0,8.0,7.0,12.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5714285714285714,0.2857142857142857,1.8571428571428568,14.571428571428573,0.0,0.2857142857142857,1.1428571428571428,1.0,1.7142857142857142,0.14285714285714285,0.14285714285714285
0.0,0.0,4.0,56.0,0.0,0.0,8.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0
6.0,5.0,51.0,221.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.8333333333333334,8.5,36.833333333333336,0.0,0.0,0.0,0.0,0.5,0.0,0.0
0.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0
24.0,26.0,5.0,298.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,1.7333333333333334,0.3333333333333333,19.866666666666667,0.0,0.0,0.06666666666666668,0.0,0.0,0.0,0.0
2.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,2.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0
2.0,3.0,11.0,67.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.5,0.75,2.75,16.75,0.0,0.0,0.0,0.0,0.75,0.0,1.0
13.0,17.0,187.0,527.0,0.0,0.0,6.0,95.0,59.0,97.0,1.0,5.0,0.0,0.0,0.0,0.0,0.8666666666666667,1.1333333333333333,12.466666666666667,35.13333333333333,0.0,0.4,6.333333333333332,3.933333333333333,6.466666666666668,0.06666666666666668,0.3333333333333333
5.0,15.0,19.0,111.0,0.0,0.0,2.0,2.0,36.0,24.0,1.0,4.0,0.0,0.0,0.0,0.0,0.625,1.875,2.375,13.875,0.0,0.25,0.25,4.5,3.0,0.125,0.5
45.0,16.0,101.0,637.0,4.0,9.0,13.0,18.0,42.0,104.0,2.0,17.0,32.0,6.0,0.0,0.0,3.0,1.0666666666666669,6.7333333333333325,42.46666666666667,0.26666666666666666,0.8666666666666667,1.2,2.8,6.933333333333334,0.13333333333333333,1.1333333333333333
8.0,12.0,38.0,315.0,0.0,0.0,11.0,24.0,3.0,51.0,2.0,1.0,33.0,2.0,0.0,0.0,0.5333333333333333,0.8,2.533333333333333,21.0,0.0,0.7333333333333333,1.6,0.2,3.4,0.13333333333333333,0.06666666666666668
3.0,26.0,214.0,373.0,0.0,0.0,3.0,4.0,1.0,29.0,3.0,1.0,1.0,1.0,0.0,0.0,0.3,2.6,21.4,37.3,0.0,0.3,0.4,0.1,2.9,0.3,0.1
0.0,5.0,3.0,47.0,0.0,0.0,1.0,6.0,3.0,2.0,0.0,1.0,12.0,1.0,0.0,0.0,0.0,2.5,1.5,23.5,0.0,0.5,3.0,1.5,1.0,0.0,0.5
63.0,18.0,90.0,196.0,0.0,0.0,357.0,436.0,43.0,27.0,0.0,0.0,21.0,3.0,0.0,0.0,4.2,1.2,6.0,13.066666666666665,0.0,23.8,29.066666666666666,2.8666666666666667,1.8,0.0,0.0
122.0,85.0,83.0,328.0,0.0,1.0,103.0,138.0,79.0,127.0,7.0,26.0,91.0,7.0,0.0,0.0,8.714285714285714,6.071428571428571,5.928571428571429,23.42857142857143,0.0,7.357142857142858,9.857142857142858,5.642857142857142,9.071428571428571,0.5,1.8571428571428568
0.0,1.0,7.0,34.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,3.5,17.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0
0.0,0.0,8.0,61.0,0.0,0.0,2.0,1.0,2.0,6.0,3.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,4.0,30.5,0.0,1.0,0.5,1.0,3.0,1.5,0.0
11.0,57.0,119.0,168.0,1.0,0.0,2.0,10.0,2.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,1.5714285714285714,8.142857142857142,17.0,24.0,0.14285714285714285,0.2857142857142857,1.4285714285714286,0.2857142857142857,1.7142857142857142,0.14285714285714285,0.0
20.0,26.0,52.0,217.0,1.0,21.0,0.0,14.0,151.0,35.0,2.0,19.0,66.0,5.0,0.0,0.0,1.4285714285714286,1.8571428571428568,3.7142857142857135,15.5,0.07142857142857142,0.0,1.0,10.785714285714288,2.5,0.14285714285714285,1.3571428571428572
648.0,104.0,42.0,158.0,0.0,0.0,1.0,5.0,97.0,75.0,3.0,1.0,4.0,1.0,0.0,0.0,43.2,6.933333333333334,2.8,10.533333333333333,0.0,0.06666666666666668,0.3333333333333333,6.466666666666668,5.0,0.2,0.06666666666666668
0.0,0.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0
147.0,551.0,1.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.8,36.73333333333333,0.06666666666666668,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,0.0,11.0,88.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,1.0,15.0,4.0,0.0,0.0,0.3333333333333333,0.0,1.8333333333333333,14.666666666666664,0.0,0.0,0.0,0.6666666666666666,0.5,0.0,0.16666666666666666
125.0,10.0,47.0,639.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.928571428571429,0.7142857142857143,3.3571428571428568,45.64285714285714,0.0,0.14285714285714285,0.21428571428571427,0.0,0.0,0.0,0.0
22.0,3.0,81.0,184.0,5.0,0.0,0.0,14.0,4.0,46.0,0.0,0.0,21.0,2.0,0.0,0.0,1.6923076923076923,0.2307692307692308,6.230769230769233,14.153846153846152,0.38461538461538464,0.0,1.0769230769230769,0.3076923076923077,3.5384615384615383,0.0,0.0
31.0,45.0,127.0,258.0,0.0,0.0,14.0,43.0,32.0,63.0,0.0,6.0,7.0,4.0,0.0,0.0,2.2142857142857144,3.2142857142857144,9.071428571428571,18.428571428571427,0.0,1.0,3.071428571428572,2.2857142857142856,4.5,0.0,0.42857142857142855
144.0,91.0,105.0,248.0,0.0,0.0,12.0,18.0,56.0,76.0,0.0,3.0,0.0,0.0,0.0,0.0,9.6,6.066666666666666,7.0,16.533333333333335,0.0,0.8,1.2,3.733333333333333,5.066666666666666,0.0,0.2
5.0,0.0,3.0,37.0,0.0,0.0,1.0,4.0,15.0,8.0,2.0,0.0,6.0,1.0,0.0,0.0,0.8333333333333334,0.0,0.5,6.166666666666668,0.0,0.16666666666666666,0.6666666666666666,2.5,1.3333333333333333,0.3333333333333333,0.0
271.0,108.0,79.0,913.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.846153846153847,8.307692307692307,6.0769230769230775,70.23076923076923,0.0,0.4615384615384616,0.07692307692307693,0.0,0.0,0.0,0.0
10.0,5.0,13.0,144.0,0.0,0.0,4.0,2.0,13.0,25.0,2.0,6.0,45.0,5.0,0.0,0.0,1.0,0.5,1.3,14.4,0.0,0.4,0.2,1.3,2.5,0.2,0.6
22.0,22.0,69.0,504.0,0.0,0.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6666666666666665,3.6666666666666665,11.5,84.0,0.0,1.6666666666666667,0.8333333333333334,0.0,0.0,0.0,0.0
8.0,2.0,97.0,336.0,1.0,0.0,14.0,25.0,63.0,20.0,6.0,0.0,3.0,3.0,0.0,0.0,1.0,0.25,12.125,42.0,0.125,1.75,3.125,7.875,2.5,0.75,0.0
19.0,34.0,152.0,256.0,0.0,0.0,0.0,28.0,3.0,61.0,1.0,4.0,13.0,3.0,0.0,0.0,1.2666666666666666,2.2666666666666666,10.133333333333333,17.066666666666666,0.0,0.0,1.8666666666666667,0.2,4.066666666666666,0.06666666666666668,0.26666666666666666
0.0,0.0,1.0,10.0,0.0,0.0,0.0,13.0,0.0,4.0,0.0,0.0,32.0,2.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,1.3,0.0,0.4,0.0,0.0
213.0,4.0,23.0,275.0,0.0,0.0,68.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.384615384615387,0.3076923076923077,1.7692307692307692,21.15384615384616,0.0,5.230769230769232,1.0,0.0,0.0,0.0,0.0
33.0,18.0,62.0,228.0,0.0,0.0,1.0,7.0,49.0,54.0,1.0,21.0,43.0,6.0,0.0,0.0,2.357142857142857,1.2857142857142858,4.428571428571429,16.285714285714285,0.0,0.07142857142857142,0.5,3.5,3.8571428571428568,0.07142857142857142,1.5
2.0,13.0,4.0,79.0,0.0,0.0,0.0,1.0,3.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,4.333333333333333,1.3333333333333333,26.33333333333333,0.0,0.0,0.3333333333333333,1.0,3.6666666666666665,0.3333333333333333,0.0
1.0,2.0,0.0,8.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,8.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0
4.0,3.0,33.0,143.0,0.0,0.0,0.0,1.0,9.0,69.0,4.0,8.0,0.0,0.0,0.0,0.0,0.26666666666666666,0.2,2.2,9.533333333333333,0.0,0.0,0.06666666666666668,0.6,4.6,0.26666666666666666,0.5333333333333333
94.0,44.0,155.0,796.0,0.0,0.0,16.0,28.0,69.0,24.0,0.0,8.0,6.0,7.0,0.0,0.0,6.7142857142857135,3.1428571428571432,11.071428571428573,56.85714285714285,0.0,1.1428571428571428,2.0,4.928571428571429,1.7142857142857142,0.0,0.5714285714285714
6.0,3.0,26.0,272.0,0.0,0.0,0.0,1.0,3.0,4.0,0.0,0.0,1.0,2.0,0.0,0.0,0.6,0.3,2.6,27.2,0.0,0.0,0.1,0.3,0.4,0.0,0.0
2.0,5.0,25.0,104.0,0.0,0.0,2.0,6.0,6.0,38.0,3.0,0.0,100.0,4.0,0.0,0.0,0.14285714285714285,0.35714285714285715,1.7857142857142858,7.428571428571429,0.0,0.14285714285714285,0.42857142857142855,0.42857142857142855,2.7142857142857144,0.21428571428571427,0.0
6.0,8.0,14.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,2.0,3.5,0.0,0.0,0.0,2.75,0.0,0.0,0.0,0.0
