actor_account,login_count,logout_count,login_day_count,play_time,avg_money,ip_count,max_level,playtime_per_day,sit_count,exp_get_amout,item_get_count,exp_repair_count,money_get_count,abyss,use_portal_count,killed_by_pc,killed_by_npc,teleport_count,reborn_count,question_count,sit_count_perday,item_get_count_perday,exp_repair_count_perday,money_get_count_perday,use_portal_count_perday,teleport_count_perday,total_party_time,guild_join_count,average_party_time,login_total_day
20100262,25.0,24.0,1.0,141314.0,-3.5525213354657006,25.0,33.0,20187.714285714286,413.0,51159260.0,1192.0,0.0,648.0,0.0,0.0,34.0,95.0,208.0,111.0,17.0,59.0,170.28571428571428,0.0,92.57142857142857,0.0,29.714285714285715,31860.0,0.0,2450.769230769231,7.0
20100270,36.0,37.0,1.0,86203.0,-137.6711831374778,36.0,35.0,12314.714285714286,129.0,30967923.0,12504.0,0.0,545.0,0.0,0.0,2.0,34.0,85.0,31.0,69.0,18.428571428571427,1786.2857142857142,0.0,77.85714285714286,0.0,12.142857142857142,4003.0,0.0,1334.3333333333333,7.0
20100271,20.0,21.0,1.0,56111.0,-9.432018677264708,20.0,38.0,9351.833333333334,150.0,34650050.0,24125.0,0.0,328.0,0.0,2.0,44.0,5.0,114.0,33.0,24.0,25.0,4020.833333333334,0.0,54.66666666666666,0.3333333333333333,19.0,9036.0,0.0,2259.0,6.0
20100275,97.0,99.0,1.0,478067.0,-81.54068990329806,97.0,0.0,68295.28571428571,209.0,60192102.0,109732.0,0.0,1237.0,0.0,0.0,161.0,12.0,331.0,149.0,8.0,29.857142857142854,15676.0,0.0,176.71428571428572,0.0,47.28571428571429,58031.0,0.0,14507.75,7.0
20100281,86.0,86.0,1.0,204985.0,20.68924067614704,86.0,31.0,29283.571428571428,140.0,300619493.0,3359.0,0.0,2082.0,0.0,3.0,56.0,43.0,264.0,54.0,61.0,20.0,479.8571428571428,0.0,297.42857142857144,0.42857142857142855,37.714285714285715,25129.0,0.0,3589.857142857143,7.0
20100286,100.0,101.0,1.0,187742.0,-42.53050462869257,100.0,36.0,26820.285714285717,61.0,181462712.0,37745.0,0.0,1836.0,32.0,0.0,2.0,14.0,258.0,4.0,171.0,8.714285714285714,5392.142857142857,0.0,262.2857142857143,0.0,36.857142857142854,4515.0,0.0,4515.0,7.0
20100289,7.0,7.0,1.0,45430.0,6.952476337222098,7.0,42.0,9086.0,43.0,33499594.0,2625.0,0.0,196.0,0.0,0.0,12.0,7.0,45.0,17.0,19.0,8.6,525.0,0.0,39.2,0.0,9.0,0.0,0.0,0.0,5.0
20100303,40.0,40.0,1.0,247300.0,-10.240626769106347,40.0,36.0,41216.66666666666,275.0,91492437.0,130649.0,0.0,982.0,0.0,0.0,13.0,24.0,221.0,28.0,236.0,45.83333333333334,21774.83333333333,0.0,163.66666666666666,0.0,36.833333333333336,13745.0,0.0,2290.833333333333,6.0
20100314,49.0,48.0,1.0,185932.0,9.858744056967064,49.0,28.0,26561.714285714286,21.0,30125318.0,9080.0,0.0,1392.0,0.0,2.0,8.0,63.0,179.0,61.0,175.0,3.0,1297.142857142857,0.0,198.85714285714286,0.2857142857142857,25.57142857142857,20578.0,1.0,2572.25,7.0
20100320,27.0,26.0,1.0,59989.0,-16.715931254063243,27.0,44.0,8569.857142857143,98.0,51345730.0,24662.0,0.0,501.0,0.0,0.0,31.0,18.0,80.0,31.0,40.0,14.0,3523.142857142857,0.0,71.57142857142857,0.0,11.428571428571427,2904.0,0.0,2904.0,7.0
20100323,3.0,3.0,1.0,14989.0,1.3070918673694043,3.0,23.0,7494.5,16.0,1848758.0,90.0,0.0,204.0,0.0,0.0,0.0,0.0,6.0,0.0,2.0,8.0,45.0,0.0,102.0,0.0,3.0,23.0,0.0,23.0,2.0
20100329,30.0,30.0,1.0,213005.0,34.55981314992606,30.0,0.0,30429.285714285717,57.0,344329185.0,1538.0,0.0,2900.0,112.0,0.0,34.0,73.0,217.0,65.0,69.0,8.142857142857142,219.7142857142857,0.0,414.28571428571433,0.0,31.0,13482.0,0.0,4494.0,7.0
20100343,21.0,21.0,1.0,123952.0,-280.3310475022589,21.0,39.0,17707.428571428572,145.0,108962611.0,66848.0,0.0,564.0,0.0,1.0,8.0,10.0,111.0,17.0,11.0,20.714285714285715,9549.714285714286,0.0,80.57142857142857,0.14285714285714285,15.857142857142858,15196.0,0.0,1688.4444444444446,7.0
20100350,5.0,6.0,1.0,34094.0,15.476711444829002,5.0,46.0,11364.666666666664,7.0,16482751.0,8195.0,0.0,82.0,0.0,0.0,3.0,0.0,11.0,2.0,8.0,2.333333333333333,2731.6666666666665,0.0,27.33333333333333,0.0,3.6666666666666665,0.0,0.0,0.0,3.0
20100355,13.0,13.0,1.0,74344.0,-23.917343699558806,13.0,0.0,12390.666666666664,25.0,132529999.0,21936.0,0.0,1186.0,0.0,0.0,3.0,15.0,61.0,6.0,18.0,4.166666666666667,3656.0,0.0,197.66666666666663,0.0,10.166666666666666,10992.0,0.0,10992.0,6.0
20100359,9.0,9.0,1.0,48613.0,1.5788986485096583,9.0,19.0,9722.6,74.0,3091305.0,218.0,0.0,495.0,0.0,0.0,0.0,29.0,33.0,26.0,3.0,14.8,43.6,0.0,99.0,0.0,6.6,6582.0,0.0,6582.0,5.0
20100363,24.0,23.0,1.0,467624.0,1.1228957452996424,24.0,0.0,66803.42857142858,130.0,619330878.0,735.0,0.0,8236.0,0.0,0.0,0.0,21.0,33.0,15.0,0.0,18.571428571428573,105.0,0.0,1176.5714285714287,0.0,4.714285714285714,26424.0,0.0,26424.0,7.0
20100364,3.0,3.0,1.0,10814.0,-103.5288514888108,3.0,0.0,5407.0,4.0,2595753.0,122.0,0.0,1.0,0.0,0.0,0.0,3.0,16.0,3.0,1.0,2.0,61.0,0.0,0.5,0.0,8.0,0.0,0.0,0.0,2.0
20100368,26.0,25.0,1.0,75005.0,247.43975734951005,26.0,0.0,12500.833333333336,19.0,72165021.0,2529.0,0.0,696.0,208.0,0.0,23.0,25.0,91.0,26.0,9.0,3.1666666666666665,421.5,0.0,116.0,0.0,15.166666666666664,16635.0,0.0,3327.0,6.0
20100374,15.0,15.0,1.0,61903.0,-0.4854207388979532,15.0,29.0,15475.75,62.0,16640823.0,1141.0,0.0,727.0,0.0,0.0,1.0,11.0,56.0,13.0,72.0,15.5,285.25,0.0,181.75,0.0,14.0,8914.0,1.0,4457.0,4.0
20100388,14.0,13.0,1.0,94045.0,93.959274815248,14.0,50.0,13435.0,121.0,150752583.0,684.0,0.0,1189.0,0.0,0.0,10.0,17.0,101.0,20.0,9.0,17.285714285714285,97.71428571428572,0.0,169.85714285714286,0.0,14.428571428571427,20294.0,0.0,5073.5,7.0
20100415,7.0,8.0,1.0,42881.0,-12.616869942398731,7.0,0.0,21440.5,46.0,36779143.0,20208.0,0.0,444.0,0.0,0.0,33.0,4.0,128.0,21.0,3.0,23.0,10104.0,0.0,222.0,0.0,64.0,0.0,0.0,0.0,2.0
20100416,161.0,162.0,1.0,210143.0,398.0561141698748,161.0,33.0,30020.42857142857,133.0,288379190.0,120013.0,0.0,1925.0,0.0,0.0,104.0,58.0,402.0,104.0,35.0,19.0,17144.714285714286,0.0,275.0,0.0,57.42857142857143,13573.0,0.0,1939.0,7.0
20100418,17.0,17.0,1.0,186940.0,71.3745800791698,17.0,0.0,26705.714285714286,611.0,276090477.0,131079.0,0.0,2735.0,0.0,0.0,209.0,47.0,395.0,166.0,25.0,87.2857142857143,18725.571428571428,0.0,390.71428571428567,0.0,56.42857142857143,17887.0,0.0,5962.333333333332,7.0
20100422,11.0,11.0,1.0,45215.0,-23.598783589516753,11.0,20.0,9043.0,31.0,4058200.0,2785.0,0.0,239.0,0.0,0.0,0.0,6.0,34.0,5.0,67.0,6.2,557.0,0.0,47.8,0.0,6.8,0.0,0.0,0.0,5.0
20100423,23.0,23.0,1.0,153290.0,0.6334203144366887,23.0,21.0,21898.571428571428,76.0,7669807.0,9099.0,0.0,713.0,0.0,0.0,1.0,3.0,65.0,6.0,290.0,10.857142857142858,1299.857142857143,0.0,101.85714285714286,0.0,9.285714285714286,0.0,0.0,0.0,7.0
20100429,6.0,5.0,1.0,76134.0,2.444334988310085,6.0,0.0,19033.5,16.0,127728064.0,855.0,0.0,1414.0,0.0,0.0,0.0,2.0,14.0,8.0,0.0,4.0,213.75,0.0,353.5,0.0,3.5,0.0,0.0,0.0,4.0
20100432,22.0,22.0,1.0,144592.0,125.9925860351887,22.0,28.0,20656.0,166.0,26036718.0,14090.0,0.0,1434.0,0.0,0.0,0.0,35.0,139.0,36.0,240.0,23.714285714285715,2012.857142857143,0.0,204.85714285714286,0.0,19.857142857142858,0.0,0.0,0.0,7.0
20100435,2.0,1.0,1.0,13041.0,3.5688214094011195,2.0,10.0,6520.5,38.0,218409.0,186.0,0.0,64.0,0.0,0.0,0.0,3.0,12.0,3.0,26.0,19.0,93.0,0.0,32.0,0.0,6.0,0.0,0.0,0.0,2.0
20100439,3.0,4.0,1.0,148432.0,-79.29860137975639,3.0,0.0,74216.0,377.0,273742398.0,6080.0,0.0,128.0,0.0,0.0,1.0,25.0,45.0,27.0,682.0,188.5,3040.0,0.0,64.0,0.0,22.5,0.0,0.0,0.0,2.0
20100443,19.0,19.0,1.0,46013.0,-131.80788038163126,19.0,3.0,11503.25,49.0,46856920.0,291.0,0.0,401.0,0.0,1.0,3.0,15.0,54.0,14.0,14.0,12.25,72.75,0.0,100.25,0.25,13.5,7071.0,0.0,3535.5,4.0
20100449,97.0,96.0,1.0,165678.0,11.9018940354181,97.0,36.0,27613.0,528.0,273765445.0,55323.0,0.0,1551.0,97.0,0.0,123.0,46.0,238.0,91.0,21.0,88.0,9220.5,0.0,258.5,0.0,39.66666666666666,9837.0,0.0,4918.5,6.0
20100455,112.0,111.0,1.0,333560.0,-57.54408202422353,112.0,32.0,47651.428571428565,177.0,176283049.0,45382.0,0.0,1651.0,0.0,0.0,90.0,50.0,354.0,72.0,263.0,25.285714285714285,6483.142857142857,0.0,235.85714285714286,0.0,50.57142857142857,17980.0,5.0,1798.0,7.0
20100457,118.0,117.0,1.0,280573.0,19.826729585526767,118.0,38.0,40081.857142857145,186.0,380044159.0,120396.0,0.0,3255.0,0.0,0.0,37.0,37.0,285.0,48.0,101.0,26.57142857142857,17199.428571428572,0.0,465.0,0.0,40.714285714285715,7109.0,0.0,1421.8,7.0
20100520,13.0,12.0,1.0,42417.0,13.044038946648753,13.0,27.0,8483.4,52.0,20327992.0,877.0,0.0,826.0,0.0,0.0,0.0,15.0,61.0,10.0,31.0,10.4,175.4,0.0,165.2,0.0,12.2,5584.0,0.0,1861.333333333333,5.0
20100525,8.0,8.0,1.0,40787.0,73.03432466226984,8.0,0.0,10196.75,16.0,39004835.0,10380.0,0.0,395.0,0.0,1.0,9.0,12.0,55.0,15.0,5.0,4.0,2595.0,0.0,98.75,0.25,13.75,10379.0,0.0,3459.666666666666,4.0
20100536,17.0,17.0,1.0,27526.0,89.78598416043013,17.0,0.0,13763.0,17.0,8669953.0,551.0,0.0,71.0,0.0,0.0,17.0,0.0,30.0,10.0,2.0,8.5,275.5,0.0,35.5,0.0,15.0,0.0,0.0,0.0,2.0
20100538,71.0,71.0,1.0,114377.0,41.615246072199824,71.0,0.0,19062.83333333333,77.0,182386424.0,15004.0,0.0,1862.0,0.0,0.0,29.0,28.0,153.0,30.0,14.0,12.833333333333336,2500.6666666666665,0.0,310.3333333333333,0.0,25.5,15755.0,0.0,7877.5,6.0
20100542,43.0,44.0,1.0,332497.0,6.295939512236202,43.0,39.0,47499.571428571435,651.0,171597000.0,2336.0,0.0,1297.0,0.0,1.0,27.0,51.0,375.0,56.0,85.0,93.0,333.7142857142857,0.0,185.28571428571428,0.14285714285714285,53.57142857142857,11606.0,1.0,2901.5,7.0
20100543,2.0,1.0,1.0,17161.0,59.56034030650895,2.0,0.0,17161.0,11.0,4870434.0,151.0,0.0,80.0,0.0,0.0,6.0,2.0,14.0,5.0,0.0,11.0,151.0,0.0,80.0,0.0,14.0,2437.0,1.0,1218.5,1.0
20100544,14.0,14.0,1.0,161428.0,-40.487889337661365,14.0,0.0,32285.6,90.0,131478875.0,10695.0,0.0,1036.0,0.0,2.0,99.0,50.0,201.0,85.0,19.0,18.0,2139.0,0.0,207.2,0.4,40.2,35272.0,0.0,5878.666666666668,5.0
20100551,12.0,11.0,1.0,512112.0,103.0030891679945,12.0,0.0,73158.85714285714,4839.0,853356691.0,289473.0,0.0,70.0,0.0,0.0,0.0,30.0,39.0,30.0,4.0,691.2857142857142,41353.28571428572,0.0,10.0,0.0,5.571428571428571,0.0,0.0,0.0,7.0
20100554,2.0,2.0,1.0,13637.0,-32.151866246241845,2.0,28.0,6818.5,1.0,7229410.0,679.0,0.0,24.0,0.0,0.0,0.0,1.0,23.0,1.0,15.0,0.5,339.5,0.0,12.0,0.0,11.5,0.0,0.0,0.0,2.0
20100559,19.0,19.0,1.0,60971.0,320.61842515294154,19.0,0.0,10161.833333333334,74.0,44044349.0,11491.0,0.0,421.0,0.0,0.0,21.0,27.0,177.0,127.0,10.0,12.333333333333336,1915.166666666667,0.0,70.16666666666667,0.0,29.5,5329.0,0.0,5329.0,6.0
20100563,25.0,25.0,1.0,176606.0,119.90738140267037,25.0,41.0,25229.42857142857,41.0,141791555.0,19075.0,0.0,1664.0,0.0,0.0,7.0,33.0,254.0,28.0,59.0,5.857142857142858,2725.0,0.0,237.7142857142857,0.0,36.285714285714285,9926.0,0.0,3308.666666666666,7.0
20100568,87.0,87.0,1.0,132928.0,63.83678382282138,87.0,0.0,18989.714285714286,57.0,255736261.0,22785.0,0.0,2186.0,0.0,0.0,45.0,5.0,152.0,30.0,135.0,8.142857142857142,3255.0,0.0,312.2857142857143,0.0,21.714285714285715,18722.0,0.0,6240.666666666668,7.0
20100570,55.0,55.0,1.0,258871.0,-195.01381769298226,55.0,24.0,36981.57142857143,152.0,196956325.0,69796.0,0.0,2063.0,0.0,2.0,153.0,28.0,390.0,107.0,288.0,21.714285714285715,9970.857142857143,0.0,294.7142857142857,0.2857142857142857,55.714285714285715,30186.0,0.0,2156.1428571428573,7.0
20100572,17.0,17.0,1.0,139510.0,-42.64295749408645,17.0,41.0,19930.0,122.0,151781993.0,1430.0,0.0,1516.0,0.0,1.0,14.0,38.0,155.0,41.0,58.0,17.428571428571427,204.28571428571428,0.0,216.57142857142856,0.14285714285714285,22.142857142857146,9671.0,0.0,1934.2,7.0
20100579,9.0,8.0,1.0,502480.0,87.3804330520618,9.0,0.0,71782.85714285714,620.0,863816098.0,25957.0,0.0,21.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,88.57142857142857,3708.142857142857,0.0,3.0,0.0,1.4285714285714286,0.0,0.0,0.0,7.0
20100585,71.0,71.0,1.0,116579.0,-30.741866030760256,71.0,0.0,19429.83333333333,72.0,203278528.0,34408.0,0.0,1670.0,98.0,0.0,0.0,35.0,160.0,20.0,112.0,12.0,5734.666666666668,0.0,278.3333333333333,0.0,26.66666666666667,2427.0,0.0,2427.0,6.0
20100598,9.0,8.0,1.0,209466.0,60.56392445552023,9.0,0.0,29923.714285714286,198.0,412000273.0,27027.0,0.0,9.0,0.0,0.0,0.0,4.0,7.0,5.0,573.0,28.285714285714285,3861.0,0.0,1.2857142857142858,0.0,1.0,0.0,0.0,0.0,7.0
20100616,6.0,5.0,1.0,64420.0,-0.3459484632101832,6.0,24.0,16105.0,13.0,9334608.0,14703.0,0.0,156.0,0.0,1.0,10.0,29.0,80.0,39.0,8.0,3.25,3675.75,0.0,39.0,0.25,20.0,5688.0,0.0,517.0909090909091,4.0
20100617,2.0,2.0,1.0,12483.0,8.192902347192181,2.0,10.0,6241.5,10.0,251256.0,2769.0,0.0,99.0,0.0,0.0,0.0,8.0,20.0,7.0,37.0,5.0,1384.5,0.0,49.5,0.0,10.0,258.0,0.0,258.0,2.0
20100620,35.0,36.0,1.0,213857.0,18.323435753798094,35.0,0.0,30551.0,64.0,347218733.0,32506.0,0.0,3517.0,0.0,1.0,192.0,73.0,402.0,159.0,79.0,9.142857142857142,4643.714285714285,0.0,502.4285714285714,0.14285714285714285,57.42857142857143,64530.0,0.0,4609.285714285715,7.0
20100644,149.0,150.0,1.0,258705.0,-8.93017916159332,149.0,37.0,36957.857142857145,59.0,211547354.0,52234.0,0.0,1992.0,0.0,0.0,21.0,32.0,362.0,39.0,52.0,8.428571428571429,7462.0,0.0,284.57142857142856,0.0,51.714285714285715,12248.0,0.0,2449.6,7.0
20100650,2.0,2.0,1.0,11909.0,0.20623058191283905,2.0,10.0,5954.5,100.0,228854.0,154.0,0.0,46.0,0.0,0.0,0.0,6.0,13.0,5.0,12.0,50.0,77.0,0.0,23.0,0.0,6.5,0.0,0.0,0.0,2.0
20100659,12.0,13.0,1.0,129016.0,514.6217678427482,12.0,48.0,25803.2,112.0,139971396.0,2260.0,0.0,1172.0,0.0,4.0,12.0,19.0,191.0,26.0,21.0,22.4,452.0,0.0,234.4,0.8,38.2,10313.0,0.0,2578.25,5.0
20100661,12.0,12.0,1.0,29052.0,-15.415634035522512,12.0,0.0,9684.0,12.0,16595777.0,164.0,0.0,360.0,0.0,0.0,2.0,15.0,51.0,11.0,11.0,4.0,54.66666666666666,0.0,120.0,0.0,17.0,8408.0,1.0,2102.0,3.0
20100665,49.0,50.0,1.0,150954.0,293.2884256131007,49.0,49.0,21564.85714285714,66.0,239210229.0,34049.0,0.0,1804.0,0.0,1.0,35.0,34.0,281.0,52.0,302.0,9.428571428571429,4864.142857142857,0.0,257.7142857142857,0.14285714285714285,40.142857142857146,8160.0,0.0,4080.0,7.0
20100666,30.0,30.0,1.0,101879.0,57.73644225012024,30.0,5.0,20375.8,172.0,114583356.0,14172.0,0.0,939.0,0.0,0.0,27.0,32.0,108.0,35.0,21.0,34.4,2834.4,0.0,187.8,0.0,21.6,36328.0,0.0,7265.6,5.0
20100681,23.0,21.0,1.0,188489.0,37.777509562892256,23.0,43.0,26927.0,1.0,35736131.0,41590.0,0.0,119.0,0.0,0.0,0.0,7.0,38.0,4.0,202.0,0.14285714285714285,5941.428571428572,0.0,17.0,0.0,5.428571428571429,2611.0,1.0,2611.0,7.0
20100695,15.0,16.0,1.0,46433.0,-116.72810285788124,15.0,0.0,9286.6,42.0,40512996.0,358.0,0.0,427.0,0.0,0.0,11.0,6.0,52.0,10.0,28.0,8.4,71.6,0.0,85.4,0.0,10.4,14145.0,0.0,2829.0,5.0
20100704,22.0,22.0,1.0,98922.0,0.5852894199470289,22.0,20.0,14131.714285714286,132.0,2836793.0,1511.0,0.0,537.0,0.0,0.0,0.0,7.0,54.0,8.0,86.0,18.857142857142858,215.85714285714286,0.0,76.71428571428571,0.0,7.7142857142857135,553.0,0.0,276.5,7.0
20100712,23.0,23.0,1.0,70579.0,1.0207568823587754,23.0,19.0,17644.75,11.0,3381434.0,2113.0,0.0,337.0,0.0,0.0,0.0,1.0,52.0,2.0,158.0,2.75,528.25,0.0,84.25,0.0,13.0,0.0,0.0,0.0,4.0
