log_date,big_log_id,log_id,actor,actor_account,target,target_account,worldnum,etc_str1,etc_str2,etc_str3,etc_num1,etc_num2,etc_num3,etc_num4,etc_num5,etc_num6,etc_num7,etc_num8,etc_num9,etc_num10,etc_num11,etc_num12,etc_num13,etc_num14,etc_num15,item_uid
2010-04-24 00:00:02.403,300,308,210374,1095041755,839247,20065820,220010001,,,,4616,3,0,12,1,9,1,3,564,4,1312,0,0,,,0
2010-04-24 00:00:02.403,300,307,213055,1093398207,0,0,220040000,,,,3592,32,0,12,1,0,152010316,0,,,,,,,,0
2010-04-24 00:00:02.403,100,143,870891,20056415,213055,1093398207,220040000,,,,1,36,1,5,58900,70447,11547,4000,1168053,3299,1164754,,,,,0
2010-04-24 00:00:02.403,100,127,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,1071404,2,860746,9002,,,,0
2010-04-24 00:00:02.403,100,143,822860,20067508,214485,1095025760,220050000,,,,1,50,0,2,146070028,146070028,32757,93,0,0,0,,,,,0
2010-04-24 00:00:02.403,300,308,214485,1095025760,822860,20067508,220050000,,,,4616,48,0,12,1,50,0,2,550,4,35891,0,0,,,0
2010-04-24 00:00:02.403,300,309,211716,1095040268,210934,1094979548,210020000,,,,4616,33,0,12,8,32,0,12,0,4,2632,0,,,,0
2010-04-24 00:00:02.403,200,260,888995,20064611,0,0,210020000,,1,,61,2,169300003,0,24,1,8,22,,,,,,,,404838652
2010-04-24 00:00:02.403,300,308,212745,1094553425,831743,20072649,220020000,,,,8,25,0,12,1,23,0,4,566,4,6162,0,0,,,0
2010-04-24 00:00:02.403,300,307,214485,1095025760,0,0,220050000,,,,4616,48,0,12,1,0,182004422,0,,,,,,,,0
2010-04-24 00:00:02.403,300,308,213055,1093398207,870891,20056415,220040000,,,,3592,32,0,12,1,36,1,5,705,4,6982,0,0,,,0
2010-04-24 00:00:02.403,200,260,860037,20045543,0,0,220050000,,1,,24,1,167000355,1,50,1,1,0,,,,,,,,402237546
2010-04-24 00:00:02.403,200,260,860037,20045543,0,0,220050000,,1,,88,1,167000357,1,50,1,1,0,,,,,,,,400904721
2010-04-24 00:00:02.403,200,260,860037,20045543,0,0,220050000,,1,,49,1,167000360,1,50,1,1,0,,,,,,,,399890879
2010-04-24 00:00:02.403,500,503,860037,20045543,0,0,220050000,,,,1,50,1,1,4073,43,0,1,0,1100825,,,,,,0
2010-04-24 00:00:02.403,100,186,891256,20012704,0,0,2147500372,,,,0,50,1,5,-1,100,1071260,,,,,,,,,125002028
2010-04-24 00:00:02.403,300,301,214207,1095043340,0,0,210060001,,,,3592,46,0,12,0,0,0,0,0,,,,,,,0
2010-04-24 00:00:02.403,300,301,213553,1095043341,0,0,2147501461,,,,5384,45,0,12,0,0,0,0,0,,,,,,,0
2010-04-24 00:00:02.403,300,307,212745,1094553425,0,0,220020000,,,,8,25,0,12,1,0,152011003,0,,,,,,,,0
2010-04-24 00:00:02.403,300,301,211934,1095043342,0,0,210040000,,,,2312,36,0,12,0,0,0,0,0,,,,,,,0
2010-04-24 00:00:02.403,100,143,839247,20065820,210374,1095041755,220010001,,,,1,9,1,3,73125,73125,86,0,0,0,0,,,,,0
2010-04-24 00:00:02.403,100,143,831743,20072649,212745,1094553425,220020000,,,,1,23,0,4,416675,451595,34920,899,0,0,0,,,,,0
2010-04-24 00:00:02.403,300,301,213551,1095043343,0,0,2147501461,,,,5384,45,0,12,0,0,0,0,0,,,,,,,0
2010-04-24 00:00:02.403,200,208,816465,20097315,0,0,2147501368,,1,,85,0,162000006,0,35,0,4,,,,,,,,,338171270
2010-04-24 00:00:02.403,100,188,841030,20059083,0,0,110010000,,,,501227,500992,0,39,1,10,75,235,,,,,,,,102375615
2010-04-24 00:00:02.403,200,264,820071,20049497,0,0,210060001,,,,0,169000005,0,0,29,1,5,1,0,,,,,,,0
2010-04-24 00:00:02.403,300,308,214092,1095029319,834660,20045340,220040000,,,,2312,35,0,12,1,38,0,10,978,4,6004,0,0,,,0
2010-04-24 00:00:02.403,200,260,816767,20023395,0,0,210060000,,1,,4837,2,169300004,0,28,1,4,22,,,,,,,,400391131
2010-04-24 00:00:02.403,200,260,850401,20055367,0,0,220040000,,1,,1,1,182204317,1,44,0,4,52,,,,,,,,405105499
2010-04-24 00:00:02.403,200,208,850401,20055367,0,0,220040000,,1,,1,0,182204317,1,44,0,4,,,,,,,,,405105499
2010-04-24 00:00:02.403,200,209,405105499,0,850401,20055367,220040000,,1,,1,0,182204317,60,182204317,0,0,,,,,,,,,405105499
2010-04-24 00:00:02.403,200,259,405105499,0,850401,20055367,220040000,,1,,0,0,0,0,0,0,0,0,0,0,0,0,,,,405105499
2010-04-24 00:00:02.403,100,143,834660,20045340,214092,1095029319,220040000,,,,1,38,0,10,15896149,15909413,13264,2876,0,0,0,,,,,0
2010-04-24 00:00:02.403,300,307,214092,1095029319,0,0,220040000,,,,2312,35,0,12,1,0,167000331,0,,,,,,,,0
2010-04-24 00:00:02.403,300,307,214092,1095029319,0,0,220040000,,,,2312,35,0,12,1,0,182005089,0,,,,,,,,0
2010-04-24 00:00:02.403,200,260,804691,20035643,0,0,220050000,,1,,5613,1,169300006,1,50,0,4,22,,,,,,,,381299958
2010-04-24 00:00:02.403,300,301,215140,1095043344,0,0,2147501462,,,,5384,45,0,12,0,0,0,0,0,,,,,,,0
2010-04-24 00:00:02.403,300,301,214491,1095043345,0,0,220050000,,,,4616,48,0,12,0,0,0,0,0,,,,,,,0
2010-04-24 00:00:02.403,200,260,852609,20053753,0,0,400010000,,1,,1,1,167000361,0,47,1,2,19,,,,,,,,405117282
2010-04-24 00:00:02.403,200,267,852609,20053753,278509,1073801938,400010000,,1,,1,8547,167000361,0,47,1,2,0,0,1,16,,,,,405117282
2010-04-24 00:00:02.403,100,119,899391,20066735,0,0,2147501323,,,,1,49,0,4,4673,2690,85,0,,,,,,,,0
2010-04-24 00:00:02.403,300,301,215166,1095043346,0,0,2147501462,,,,5128,45,0,12,0,0,0,0,0,,,,,,,0
2010-04-24 00:00:02.403,500,503,850401,20055367,0,0,220040000,,,,1,44,0,4,2058,40,4,0,0,1100807,,,,,,0
2010-04-24 00:00:02.403,300,301,215138,1095043347,0,0,2147501462,,,,5384,45,0,12,0,0,0,0,0,,,,,,,0
2010-04-24 00:00:02.403,100,187,878357,20070449,0,0,210020000,,,,731434,731931,0,34,1,4,26,497,,,,,,,,398595283
2010-04-24 00:00:02.403,200,202,878357,20070449,0,0,210020000,,1,,1,49,167000296,0,34,1,4,25,1,,,,,,,0
2010-04-24 00:00:02.403,300,301,213560,1095043348,0,0,2147501461,,,,4616,45,0,12,0,0,0,0,0,,,,,,,0
2010-04-24 00:00:02.403,300,302,210727,1095036464,0,0,220010000,,,,8,1,0,12,0,0,0,0,0,50,,,,,,0
2010-04-24 00:00:02.403,300,302,214803,1094920268,0,0,2147501315,,,,4616,35,0,12,0,0,0,0,0,1082,,,,,,0
2010-04-24 00:00:02.403,100,145,888274,20003725,0,0,210060001,,,,0,23,1,7,0,40038,,,,,,,,,,0
2010-04-24 00:00:02.403,100,142,888274,20003725,0,0,210060001,,,,0,23,1,7,210060001,1422,1566,30,4,400924,,,,,,0
2010-04-24 00:00:02.403,100,188,884589,20013960,0,0,220050000,,,,43557,42980,1,50,0,4,74,577,,,,,,,,254049661
2010-04-24 00:00:02.403,200,274,884589,20013960,0,0,220050000,,5,,34,12,112300817,34,12,0,0,0,0,0,0,0,0,0,0,392233880
2010-04-24 00:00:02.403,300,308,214455,1095027234,859099,20045026,220050001,,,,8,47,0,12,1,50,1,4,0,4,8334,0,0,,,0
2010-04-24 00:00:02.403,300,308,214372,1095031376,808894,20074371,220050000,,,,4616,48,0,12,1,50,1,4,848,4,3822,0,0,,,0
2010-04-24 00:00:02.403,300,308,210459,1094961459,860713,20078931,220030000,,,,1016,16,0,12,1,21,1,1,0,4,2043,1072683,0,,,0
2010-04-24 00:00:02.403,100,143,859099,20045026,214455,1095027234,220050001,,,,1,50,1,4,146070028,146070028,27965,933,0,0,0,,,,,0
2010-04-24 00:00:02.403,100,143,808894,20074371,214372,1095031376,220050000,,,,1,50,1,4,146070028,146070028,32757,1544,0,0,0,,,,,0
2010-04-24 00:00:02.403,300,307,214455,1095027234,0,0,220050001,,,,8,47,0,12,1,0,182005316,0,,,,,,,,0
2010-04-24 00:00:02.403,300,301,700546,1095043349,0,0,2147501462,,,,65535,1,0,12,0,0,0,0,0,,,,,,,0
2010-04-24 00:00:02.403,200,208,828475,20028488,0,0,2147501408,,2,,292,0,162000019,1,36,1,7,,,,,,,,,403732923
2010-04-24 00:00:02.403,300,301,215140,1095043350,0,0,2147501462,,,,5384,45,0,12,0,0,0,0,0,,,,,,,0
2010-04-24 00:00:02.403,300,307,210459,1094961459,0,0,220030000,,,,1016,16,0,12,225,0,182400001,0,,,,,,,,0
2010-04-24 00:00:02.403,300,307,210459,1094961459,0,0,220030000,,,,1016,16,0,12,1,0,162000008,0,,,,,,,,0
2010-04-24 00:00:02.403,300,307,210459,1094961459,0,0,220030000,,,,1016,16,0,12,1,436262,182203243,0,,,,,,,,0
2010-04-24 00:00:02.403,100,143,860713,20078931,210459,1094961459,220030000,,,,1,21,1,1,1182753,1184203,1450,4000,0,0,0,,,,,0
2010-04-24 00:00:02.403,100,143,816843,20043257,210459,1094961459,220030000,,,,1,16,1,11,134782,136178,1396,630,0,0,0,,,,,0
2010-04-24 00:00:02.403,300,301,213586,1095043351,0,0,2147501461,,,,1032,47,0,12,0,0,0,0,0,,,,,,,0
2010-04-24 00:00:02.403,100,188,892588,20097457,0,0,400010000,,,,1007740,1006328,0,50,0,4,75,1412,,,,,,,,115144113
2010-04-24 00:00:02.403,100,168,892588,20097457,0,0,400010000,,,,0,50,0,4,400010000,1642,3039,1671,1006328,400806,,,,,,0
2010-04-24 00:00:02.403,100,160,849087,20098362,0,0,220040000,,,,1,40,1,4,3502,2675,839,12306363,0,10956,400864,,0,,,0
2010-04-24 00:00:02.403,200,267,846350,20018796,278025,1073795427,400010000,,2,,1,12857,186000033,1,50,1,11,0,0,2,3,,,,,405163724
2010-04-24 00:00:02.403,300,301,700350,1095043352,0,0,2147501461,,,,65535,1,0,12,0,0,0,0,0,,,,,,,0
2010-04-24 00:00:02.403,100,118,834037,20035561,0,0,210060001,,,,0,50,0,4,3365,1907,60,1712,,,,,,,,0
2010-04-24 00:00:02.403,300,301,213562,1095043353,0,0,2147501461,,,,4616,45,0,12,0,0,0,0,0,,,,,,,0
2010-04-24 00:00:02.403,300,301,213564,1095043354,0,0,2147501461,,,,8,46,0,12,0,0,0,0,0,,,,,,,0
2010-04-24 00:00:02.403,300,301,213389,1095043355,0,0,2147501461,,,,5384,46,0,12,0,0,0,0,0,,,,,,,0
2010-04-24 00:00:02.403,200,260,858612,20009287,0,0,120010000,,1,,278,3,169400086,1,23,1,10,0,,,,,,,,404901512
2010-04-24 00:00:02.403,200,260,858612,20009287,0,0,120010000,,1,,256,3,152000465,1,23,1,10,0,,,,,,,,404865730
2010-04-24 00:00:02.403,200,260,858612,20009287,0,0,120010000,,1,,493,3,152025124,1,23,1,10,0,,,,,,,,404659773
2010-04-24 00:00:02.403,300,308,214318,1095030091,899127,20073916,210060000,,,,4616,48,0,12,0,50,1,1,0,4,5887,0,0,,,0
2010-04-24 00:00:02.403,200,202,846479,20010830,0,0,400010000,,2,,3,300,152000317,0,50,0,1,80,1,,,,,,,0
2010-04-24 00:00:02.403,200,236,846479,20010830,0,0,400010000,,3,152000317/3,0,0,152000318,0,0,50,0,1,0,0,0,,,,,358246049
2010-04-24 00:00:02.403,100,143,899127,20073916,214318,1095030091,210060000,,,,0,50,1,1,146070028,146070028,32757,1367,0,0,0,,,,,0
2010-04-24 00:00:02.403,300,307,214318,1095030091,0,0,210060000,,,,4616,48,0,12,1,0,182004212,0,,,,,,,,0
2010-04-24 00:00:02.403,300,307,214318,1095030091,0,0,210060000,,,,4616,48,0,12,1,0,152010313,0,,,,,,,,0
2010-04-24 00:00:02.403,200,208,846479,20010830,0,0,400010000,,3,,799,0,152000318,0,50,0,1,,,,,,,,,358246049
2010-04-24 00:00:02.403,200,202,899430,20012064,0,0,220050000,,1,,1,3,152011028,1,50,1,4,25,1,,,,,,,0
2010-04-24 00:00:02.403,300,301,295130,1095043356,0,0,400010000,,,,5128,50,0,12,0,0,0,0,0,,,,,,,0
2010-04-24 00:00:02.403,300,301,276623,1095043357,0,0,400010000,,,,5128,50,0,12,0,0,0,0,0,,,,,,,0
2010-04-24 00:00:02.403,300,301,213431,1095043358,0,0,2147501461,,,,1032,46,0,12,0,0,0,0,0,,,,,,,0
2010-04-24 00:00:02.403,300,301,213585,1095043359,0,0,2147501461,,,,5384,46,0,12,0,0,0,0,0,,,,,,,0
2010-04-24 00:00:02.403,100,186,854785,20029193,0,0,2147501273,,,,0,35,1,11,18,100,1072732,,,,,,,,,125001109
2010-04-24 00:00:02.403,100,103,840217,20090450,0,0,2147500771,153950059,,,1,47,1,10,5588,401014,0,0,,,,,,,,0
2010-04-24 00:00:02.403,700,719,840217,20090450,0,0,2147500771,,,,1,47,1,10,0,0,4,0,,,,,,,,0
2010-04-24 00:00:02.403,200,208,802928,20067603,0,0,2147501215,,2,,87,0,162000021,1,50,1,10,,,,,,,,,405049154
2010-04-24 00:00:02.403,200,202,806986,20062143,0,0,210060001,,0,,1,198,182004101,0,50,0,2,25,1,,,,,,,0
2010-04-24 00:00:02.403,200,260,0,0,0,0,0,,1,,2,2,167000357,47,,,,,,,,,,,,405109705
2010-04-24 00:00:02.403,200,262,813941,20048859,0,0,400010000,,1,,2,4,167000357,1,50,1,1,,,,,,,,,405109705
2010-04-24 00:00:02.403,200,260,810138,20079844,0,0,110010000,,1,,7232,1,152000207,0,50,0,4,0,,,,,,,,404982647
2010-04-24 00:00:02.403,200,260,810138,20079844,0,0,110010000,,1,,118,1,169400013,0,50,0,4,0,,,,,,,,405120251
2010-04-24 00:00:02.403,300,301,215156,1095043360,0,0,2147501462,,,,1032,45,0,12,0,0,0,0,0,,,,,,,0
2010-04-24 00:00:02.403,200,202,854589,20007128,0,0,210060000,,1,,1,77,167000361,0,50,1,11,48,1,,,,,,,0
2010-04-24 00:00:02.403,200,201,854589,20007128,798170,1073741829,210060000,,1,,1,77,167000361,0,50,1,11,0,45,0,12,0,,,,0
2010-04-24 00:00:02.403,100,143,854589,20007128,798170,1073741829,210060000,,,,0,50,1,11,146070028,146070028,2400,743,0,0,0,,,,,0
2010-04-24 00:00:02.403,500,504,854589,20007128,0,0,210060000,,,,0,50,1,11,3073,43,1,0,1100824,2400,0,0,0,-1,,0
2010-04-24 00:00:02.403,100,119,829819,20080251,0,0,220050000,,,,1,45,1,4,4755,3260,60,912,,,,,,,,0
2010-04-24 00:00:02.403,300,301,213553,1095043361,0,0,2147501461,,,,5384,45,0,12,0,0,0,0,0,,,,,,,0
2010-04-24 00:00:02.403,300,301,214180,1095043362,0,0,210060001,,,,3592,46,0,12,0,0,0,0,0,,,,,,,0
2010-04-24 00:00:02.403,200,260,895399,20057951,0,0,220020000,,1,,8874,1,169300005,1,41,0,4,22,,,,,,,,362222078
2010-04-24 00:00:02.403,200,260,828236,20051948,0,0,210060001,,1,,1719,1,169300005,0,50,1,4,22,,,,,,,,402672985
2010-04-24 00:00:02.403,200,260,820502,20046300,0,0,210040000,,1,,3775,1,169300005,0,43,0,1,22,,,,,,,,392116835
2010-04-24 00:00:02.403,200,260,890233,20006647,0,0,120010000,,1,,484,2,152025045,1,28,1,11,0,,,,,,,,404370209
2010-04-24 00:00:02.403,200,260,890233,20006647,0,0,120010000,,1,,484,2,169400038,1,28,1,11,0,,,,,,,,404815935
2010-04-24 00:00:02.403,200,207,853192,20014016,0,0,120010000,,4,,2,76,100000818,1,50,0,1,,,,,,,,,385788710
2010-04-24 00:00:02.403,200,209,385788710,0,853192,20014016,120010000,,4,,1,0,100000818,76,100000818,0,0,,,,,,,,,385788710
2010-04-24 00:00:02.403,200,259,385788710,0,853192,20014016,120010000,,4,,25,5,25,5,25,5,25,5,0,0,0,0,,,,385788710
2010-04-24 00:00:02.403,300,301,213505,1095043363,0,0,2147501461,,,,1032,47,0,12,0,0,0,0,0,,,,,,,0
2010-04-24 00:00:02.403,300,301,213397,1095043364,0,0,2147501461,,,,5384,46,0,12,0,0,0,0,0,,,,,,,0
2010-04-24 00:00:02.403,300,301,213594,1095043365,0,0,2147501461,,,,2312,46,0,12,0,0,0,0,0,,,,,,,0
2010-04-24 00:00:02.403,300,309,210336,1095043166,210669,1094901997,210010001,,,,4616,1,0,12,8,3,0,12,0,4,162,0,,,,0
2010-04-24 00:00:02.403,300,308,210135,1095041611,845245,20061229,210010001,,,,3592,3,0,12,0,9,0,3,568,4,1152,0,0,,,0
2010-04-24 00:00:02.403,300,308,214740,1094940003,869725,20038446,2147501334,,,,5384,35,0,12,1,42,0,1,0,4,26790,1072829,0,,,0
2010-04-24 00:00:02.403,100,127,805749,20037359,0,0,110010000,,,,0,50,1,11,0,0,0,0,1072083,1,805749,4799,,,,0
2010-04-24 00:00:02.403,300,308,211148,1094997332,894651,20020383,210040000,,,,8,38,0,12,0,45,1,1,0,4,9510,0,0,,,0
2010-04-24 00:00:02.403,200,202,867293,20016766,0,0,110010000,,1,,1,14151,152020045,0,33,1,10,45,1,,,,,,,0
2010-04-24 00:00:02.403,200,201,867293,20016766,0,0,110010000,,1,,1,14151,152020045,0,33,1,10,0,0,0,0,0,,,,0
2010-04-24 00:00:02.403,200,224,867293,20016766,0,0,110010000,,,,40004,449,152020045,0,33,1,10,1,0,0,0,,,,,0
2010-04-24 00:00:02.403,200,260,881441,20085076,0,0,120010000,,1,,622,2,152025010,1,50,0,2,0,,,,,,,,404708711
2010-04-24 00:00:02.403,100,143,894651,20020383,211148,1094997332,210040000,,,,0,45,1,1,27919071,27928142,9071,739,0,0,0,,,,,0
2010-04-24 00:00:02.403,200,202,841335,20087006,0,0,220050001,,1,,1,527,167000354,1,50,1,4,48,1,,,,,,,0
2010-04-24 00:00:02.403,200,201,841335,20087006,205148,1073784969,220050001,,1,,1,527,167000354,1,50,1,4,1,45,0,12,0,,,,0
2010-04-24 00:00:02.403,100,143,841335,20087006,205148,1073784969,220050001,,,,1,50,1,4,146070028,146070028,2400,699,0,0,0,,,,,0
2010-04-24 00:00:02.403,300,307,211148,1094997332,0,0,210040000,,,,8,38,0,12,1,0,152010316,0,,,,,,,,0
2010-04-24 00:00:02.403,300,307,214740,1094940003,0,0,2147501334,,,,5384,35,0,12,486,0,182400001,0,,,,,,,,0
2010-04-24 00:00:02.403,300,307,214740,1094940003,0,0,2147501334,,,,5384,35,0,12,2,0,141000001,0,,,,,,,,0
2010-04-24 00:00:02.403,100,143,869725,20038446,214740,1094940003,2147501334,,,,1,42,0,1,36339682,36352136,12454,3120,0,0,0,,,,,0
2010-04-24 00:00:02.403,300,307,214740,1094940003,0,0,2147501334,,,,5384,35,0,12,1,0,182003799,0,,,,,,,,0
2010-04-24 00:00:02.403,500,504,841335,20087006,0,0,220050001,,,,1,50,1,4,4073,43,1,0,1100825,2400,0,0,0,-1,,0
2010-04-24 00:00:02.403,700,719,869725,20038446,0,0,2147501334,,,,1,42,0,1,5,0,5,0,,,,,,,,0
2010-04-24 00:00:02.403,100,156,869725,20038446,0,0,2147501334,,,,1,42,0,1,6,36739,,,,,,,,,,0
2010-04-24 00:00:02.403,300,307,210135,1095041611,0,0,210010001,,,,3592,3,0,12,4,0,182400001,0,,,,,,,,0
2010-04-24 00:00:02.403,100,143,845245,20061229,210135,1095041611,210010001,,,,0,9,0,3,73125,73125,86,0,0,0,0,,,,,0
2010-04-24 00:00:02.403,300,301,213428,1095043366,0,0,2147501461,,,,1032,46,0,12,0,0,0,0,0,,,,,,,0
2010-04-24 00:00:02.403,100,186,849709,20069884,0,0,210020000,,,,0,26,1,10,92,100,1072616,,,,,,,,,152202125
2010-04-24 00:00:02.403,300,301,213377,1095043368,0,0,2147501461,,,,5384,46,0,12,0,0,0,0,0,,,,,,,0
2010-04-24 00:00:02.403,300,301,213438,1095043367,0,0,2147501461,,,,1032,47,0,12,0,0,0,0,0,,,,,,,0
2010-04-24 00:00:02.403,200,208,860029,20090229,0,0,2147501425,,2,,43,0,160002280,1,50,1,11,,,,,,,,,279761379
2010-04-24 00:00:02.403,200,208,809192,20098569,0,0,400010000,,2,,277,0,162000025,0,50,1,10,,,,,,,,,401233038
2010-04-24 00:00:02.403,200,260,864402,20000436,0,0,220020000,,1,,1799,1,169300004,1,28,1,4,22,,,,,,,,405014612
2010-04-24 00:00:02.403,100,192,819820,20060254,0,0,120010000,,,,1,50,0,7,165,167,,,,,,,,,,0
2010-04-24 00:00:02.403,100,191,811500,20039180,0,0,210040000,,,,0,50,0,1,187,,,,,,,,,,,0
2010-04-24 00:00:02.403,300,301,213444,1095043369,0,0,2147501461,,,,1032,47,0,12,0,0,0,0,0,,,,,,,0
2010-04-24 00:00:02.403,300,301,215149,1095043370,0,0,2147501462,,,,1032,45,0,12,0,0,0,0,0,,,,,,,0
2010-04-24 00:00:02.403,200,208,821815,20059824,0,0,400010000,,2,,220,0,162000027,1,50,1,11,,,,,,,,,395835570
2010-04-24 00:00:02.403,300,301,213594,1095043371,0,0,2147501461,,,,2312,46,0,12,0,0,0,0,0,,,,,,,0
2010-04-24 00:00:02.403,300,301,215149,1095043372,0,0,2147501462,,,,1032,45,0,12,0,0,0,0,0,,,,,,,0
2010-04-24 00:00:02.403,300,308,213820,1095040960,887833,20021227,210060000,,,,8,23,0,12,0,29,0,1,285,4,7185,0,0,,,0
2010-04-24 00:00:02.403,200,260,857472,20031850,0,0,220020000,,1,,4597,2,169300004,1,39,1,4,22,,,,,,,,400082457
2010-04-24 00:00:02.403,100,143,819102,20091529,214455,1095036252,220050000,,,,1,50,1,11,146070028,146070028,27965,4000,0,0,0,,,,,0
2010-04-24 00:00:02.403,300,308,214455,1095036252,819102,20091529,220050000,,,,8,47,0,12,1,50,1,11,1268,4,6232,0,0,,,0
2010-04-24 00:00:02.403,300,307,214455,1095036252,0,0,220050000,,,,8,47,0,12,1,0,167000360,0,,,,,,,,0
2010-04-24 00:00:02.403,300,307,214455,1095036252,0,0,220050000,,,,8,47,0,12,1,0,182005316,0,,,,,,,,0
2010-04-24 00:00:02.403,200,260,898459,20049360,0,0,110010000,,1,,229,3,169400086,0,50,1,5,0,,,,,,,,405111163
2010-04-24 00:00:02.403,200,260,898459,20049360,0,0,110010000,,1,,5042,2,152000413,0,50,1,5,0,,,,,,,,402721275
2010-04-24 00:00:02.403,200,260,898459,20049360,0,0,110010000,,1,,551,3,152020124,0,50,1,5,0,,,,,,,,351181237
2010-04-24 00:00:02.403,200,260,898459,20049360,0,0,110010000,,1,,4038,2,152000415,0,50,1,5,0,,,,,,,,401043568
2010-04-24 00:00:02.403,100,143,887833,20021227,213820,1095040960,210060000,,,,0,29,0,1,1274765,1276985,2220,409,0,0,0,,,,,0
2010-04-24 00:00:02.403,300,307,213820,1095040960,0,0,210060000,,,,8,23,0,12,1,0,182004677,0,,,,,,,,0
2010-04-24 00:00:02.403,300,301,213447,1095043374,0,0,2147501461,,,,1032,48,0,12,0,0,0,0,0,,,,,,,0
2010-04-24 00:00:02.403,300,301,213454,1095043375,0,0,2147501461,,,,1032,47,0,12,0,0,0,0,0,,,,,,,0
2010-04-24 00:00:02.403,300,301,213421,1095043373,0,0,2147501461,,,,1032,48,0,12,0,0,0,0,0,,,,,,,0
2010-04-24 00:00:02.403,300,301,213401,1095043376,0,0,2147501461,,,,5384,46,0,12,0,0,0,0,0,,,,,,,0
2010-04-24 00:00:02.403,300,301,213424,1095043377,0,0,2147501461,,,,1032,48,0,12,0,0,0,0,0,,,,,,,0
